sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code
train-036917,train,청소년,남성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,난 인간들이 너무 싫어. 모르겠어. 나에게 호감 갖는 것 자체가 굉장히 부담스러워. 어렸을 적에 부모님께 자주 야단맞으면서 자란 탓인 것 같아.,Pro_00233,Pro_00233_00014,E62,S02_D02
train-002682,train,중년,여성,건강,해당없음,기쁨,안도,CALM,내가 육 개월 동안 다리가 저렸잖아. 고기를 멀리하고 채소를 많이 먹었더니 많이 좋아졌어. 친구가 그러는데 짙푸른 채소가 혈관 청소하는 데 좋다네. 앞으로도 채소를 많이 먹어야겠어.,Pro_08878,Pro_08878_00011,E67,S09_D02
train-016278,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,동네 약국에서 추천하는 약들이 효과가 좋아서 항상 믿음이 가. 동네 약국이 항상 믿음을 주어 나도 감사의 뜻으로 보답하고 싶어. 동네 사람들한테 그 약국이 제일 믿음이 간다고 널리 알려야겠어.,Pro_11333,Pro_11333_00005,E62,S04_D01
train-023546,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,신뢰하는,CALM,노후에 나만의 저택에서 살기 위해 건축을 조금씩 하고 있어. 노후를 편하게 즐길 수 있을 거 같아. 나만의 저택을 건축하다 보니 건축물이 완성되고 노후를 어떻게 보내야 할지 너무 궁금하고 기대돼. 인터넷에 한번 노후에 즐길 프로그램에 대해 검색해봐야겠어. 좋은 프로그램이 있을 거야!,Pro_08753,Pro_08753_00003,E62,S08_D02
train-009579,train,중년,남성,건강,해당없음,기쁨,안도,CALM,다행히도 아직 크게 아픈 적이 없었네. 건강을 지키려며 지금부터라도 운동을 시작해야겠지? 걷기 운동이 무난하지 않을까? 산책 같은.,Pro_07318,Pro_07318_00007,E67,S09_D02
train-016656,train,노년,여성,대인관계,만성질환 무,기쁨,신뢰하는,CALM,그 과일장수는 항상 품질이 좋은 과일만 가져다 줘서 자주 가게 돼. 가격이 비싸긴 하지만 품질이 좋으니 믿고 먹고 있어. 가격을 조금 깎아달라고 하고 싶어. 하지만 안 된다고 하면 어쩔 수 없어.,Pro_11393,Pro_11393_00001,E62,S04_D02
train-004038,train,중년,남성,건강,해당없음,기쁨,신뢰하는,CALM,나이를 먹을수록 몸이 예전 같지가 않아서 걱정이야. 그래서 요즘 일과를 마친 후에 집 근처 헬스장을 다니면서 건강을 유지하려고 노력하고 있어.,Pro_07313,Pro_07313_00002,E62,S09_D02
train-012124,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신뢰하는,CALM,요즘 경기가 안 좋아져서 직장에 취업하기 힘든 게 고민이야. 그래도 부모님이 항상 나를 신뢰하고 응원해 줘서 힘이 나. 역시 믿고 기댈 수 있는 건 가족들뿐이라는 생각이 들어.,Pro_05393,Pro_05393_00018,E62,S06_D02
train-011721,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,첫 아이가 건강하게 태어났어. 경험이 없어서 이런저런 걱정이 많았는데 정말 다행이야.,Pro_03718,Pro_03718_00036,E67,S05_D02
train-037266,train,청소년,남성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,나는 명문 대학교에 입학할 수 있을 것 같애. 열심히 공부해 왔고 나는 나를 믿거든. 명문대 입학할 수 있을 거라 굳건히 믿고 있어.,Pro_00233,Pro_00233_00008,E62,S02_D02
train-010838,train,청소년,여성,학교폭력/따돌림,해당없음,기쁨,편안한,CALM,나를 괴롭히던 친구가 있었는데 그 친구가 전학을 간다는 소식을 들었어. 이제 그 친구를 다시 보지 않을 수 있다는 생각에 마음이 편안해. 응. 정말 다행이야. 내일부터 학교생활을 편하게 할 수 있겠어.,Pro_01914,Pro_01914_00007,E63,S03_D02
train-003813,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,편안한,CALM,직장가면 아프던 몸도 낫는 듯해. 오래 하니 익숙해져서 그런가 봐. 그런 거 같아. 이 회사 오래 다니고 싶어.,Pro_08994,Pro_08994_00018,E63,S10_D02
train-013045,train,청소년,여성,가족관계,해당없음,기쁨,신뢰하는,CALM,방에서 울고 있는데 아빠가 들어와 다정하게 달래주셔서 기뻤어. 친구랑 싸워서 기분이 별로였는데 아빠가 위로해주시니 풀렸어. 응. 아빠는 내가 힘들 때마다 날 믿어주고 위로해주셔서 좋아.,Pro_01673,Pro_01673_00013,E62,S01_D02
train-008188,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,여자친구와 화해했어. 심하게 싸워서 많이 걱정했는데 다행이야. 앞으론 안 싸우게 서로 노력해야겠어. 아무리 화가 나도 서로 막말은 하지 않고 연락 차단하지 말기로 했어.,Pro_05278,Pro_05278_00023,E67,S05_D02
train-009709,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,신뢰하는,CALM,남편이 은퇴 후에 장사하고 싶다네. 이 사람은 하면 잘할 거다. 그런 생각이 들더라고. 잘할 수 있겠지?,Pro_08753,Pro_08753_00001,E62,S08_D02
train-007384,train,청소년,남성,가족관계,해당없음,기쁨,신뢰하는,CALM,오늘 언니에게 고민 상담할 거리가 있어. 진로 관련해서 상담할 게 있어. 응 걱정이나 고민거리가 있을 땐 항상 언니와 상당해서 해답을 찾을 수 있었거든.,Pro_00113,Pro_00113_00008,E62,S01_D02
train-006305,train,청년,여성,대인관계,해당없음,기쁨,편안한,CALM,동호회에 갔다가 마음이 맞는 친구를 찾은 것 같아. 친구와 여행을 다녀올 계획이야. 그럼 그 친구에 대해 더 많은 것을 알 수 있을 것 같아.,Pro_05154,Pro_05154_00010,E63,S04_D02
train-025615,train,노년,여성,재정,만성질환 유,기쁨,신뢰하는,CALM,나를 걱정해 주고 늘 안부를 물어주는 사람들이 있어서 정말 신뢰가 돼. 맞아. 당뇨병이 있지만 내게는 충분한 돈과 걱정해 주는 사람들이 많아서 기뻐. 보답을 하고 싶어. 다른 사람들도 상황이 안 좋을 때 걱정해 주고 도움을 주려고.,Pro_12413,Pro_12413_00005,E62,S13_D01
train-037149,train,청소년,남성,가족관계,해당없음,기쁨,편안한,CALM,정말 스트레스를 많이 받을 때 제일 도움이 많이 되는건 부모님인 것 같아. 내가 수능이 코앞으로 다가와서 스트레스를 받아하니깐 부모님이 맛있는 음식과 간식을 해주셨어.,Pro_00114,Pro_00114_00007,E63,S01_D02
train-033230,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,편안한,CALM,내 주식이 많이 올라서 팔았어. 너무 편안해! 노후준비로 사둔 주식인데 손해 볼까 봐 계속 걱정했는데 이제 내 재정은 안정권이야!,Pro_08754,Pro_08754_00007,E63,S08_D02
train-008157,train,청년,여성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,요즘 유튜브로 쉽게 돈을 벌고 있어서 정말 편안해. 수익이 나서 다행이야. 게다가 내 남편과 재밌게 일할 수 있거든. 응. 게다가 아이를 맡길 걱정도 없어서 좋아.,Pro_05394,Pro_05394_00027,E63,S06_D02
train-023021,train,중년,남성,건강,해당없음,기쁨,신뢰하는,CALM,평소 등산을 많이 하는 친구가 나에게 준 약초들 덕분에 건강이 많이 좋아졌어. 친구에게도 꼭 보답을 하고 싶어. 내가 하는 일인 한의원에서 치료도 받게 하고 보약을 지어주고 싶어.,Pro_07313,Pro_07313_00013,E62,S09_D02
train-008975,train,청년,여성,대인관계,해당없음,기쁨,편안한,CALM,내일 고등학교 친구들이랑 만나기로 했어. 오랜만에 만나지만 편안한 마음이 들어. 맞아. 고등학교 땐 정말 가까이 지냈는데 내가 서울에 살면서부터 자주 못 봤거든. 아무래도 맛있는 걸 먹으러 갈 것 같아. 다들 음식을 좋아하거든.,Pro_05154,Pro_05154_00008,E63,S04_D02
train-019636,train,노년,남성,대인관계,만성질환 무,기쁨,편안한,CALM,퇴근하고 티브이 보며 맥주 한잔 하는 게 내 낙이야. 이런 게 정말 힐링이지. 맞아 나에게 하는 보상이야.,Pro_09834,Pro_09834_00008,E63,S04_D02
train-027926,train,노년,여성,재정,만성질환 유,기쁨,편안한,CALM,병원 간호도 해주고 병원비를 책임져주는 남편이 있어 항상 든든해. 고생하는 남편을 위해 선물을 하고 싶어. 퇴원하고 남편과 편안하게 해외 여행을 해야겠어.,Pro_12414,Pro_12414_00002,E63,S13_D01
train-009224,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,여자친구가 택시 타고 들어갔는데 전화가 없어서 걱정했었어. 알고 보니 배터리가 방전된 거여서 안심했어. 그래도 다행이지 조심히 잘 들어가서.,Pro_03718,Pro_03718_00018,E67,S05_D02
train-011298,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,극적으로 양가 부모님 이견이 조율되어서 결혼할 수 있게 되었어. 정말이지 너무나 힘들었거든. 이제 드디어 식을 올릴 수 있어서 다행이고 기뻐.,Pro_05278,Pro_05278_00005,E67,S05_D02
train-023032,train,중년,남성,건강,해당없음,기쁨,편안한,CALM,이번에 다행히 완치 판정을 받아서 아내의 마음이 조금이나마 편안해진 것 같아. 응! 그동안 너무 고생도 많고 걱정도 많았었어. 아내에게 고맙다고 전하고 함께 열심히 건강관리를 해야겠어!,Pro_07314,Pro_07314_00016,E63,S09_D02
train-008940,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신뢰하는,CALM,내가 가장 가고 싶어 하는 기업에 떨어졌어. 힘내서 내년에 또 지원하면 될 거야. 응. 그렇다고 생각해야 일이 잘 풀릴 것 같아. 맞아. 부정적인 생각을 하는 것보다 훨씬 도움이 되는 것처럼 느껴져.,Pro_05393,Pro_05393_00007,E62,S06_D02
train-025163,train,노년,여성,"건강,죽음",만성질환 유,기쁨,신뢰하는,CALM,관절염이 있어서 평소 다리가 많이 불편해. 치료를 하려고 기다렸다가 관절염 치료로 유명한 전문 병원을 예약하는 데 성공했어. 유명한 전문의가 있는 곳이라서 어렵게 예약했으니 이번 기회에 꼭 낫고 싶어.,Pro_12173,Pro_12173_00001,E62,S11_D01
train-005814,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,오늘 새벽에 아내가 오랜 시간 진통 끝에 아이를 낳았어. 임신 기간 몸이 많이 안 좋아서 출산할 때 힘들까 봐 걱정했는데 무사히 끝나서 다행이야. 어떠한 선물이 좋을지 고민을 하는데 잘 떠오르지 않아.,Pro_03718,Pro_03718_00023,E67,S05_D02
train-005439,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,오늘 긴장했던 결혼식을 무사히 마쳤어. 안도감이 들어. 손님들이 많이 와서 긴장도 되고 떨리기도 했어. 이제 결혼도 했으니 나도 아내와 함께 행복한 삶을 보낼 거야.,Pro_03718,Pro_03718_00022,E67,S05_D02
train-011189,train,청년,여성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,드디어 내일 회사 마지막 출근이야. 마음이 너무 편안해. 지금 회사는 야근도 너무 많고 나 혼자만 일하는 것 같아.,Pro_05394,Pro_05394_00008,E63,S06_D02
train-031668,train,노년,여성,대인관계,만성질환 유,기쁨,안도,CALM,이번에 노인 대학에 다니게 됐는데 다행히 새로운 친구를 사귈 수가 있었어. 수업도 같이 듣고 방과 후에 밥도 같이 먹고 싶어.,Pro_11338,Pro_11338_00014,E67,S04_D01
train-034450,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,군대 간 아들에게 잘 지내고 있다고 편지가 도착했는데 편지를 보니 안심이 되네. 갑자기 없으니까 너무 허전하고 걱정이 되었는데 잘 지낸다고 하니 안심이 돼. 다음 면회 때 아들이 좋아하는 음식을 장만해서 가려고 해.,Pro_08638,Pro_08638_00003,E67,S07_D02
train-004530,train,중년,여성,건강,해당없음,기쁨,신뢰하는,CALM,어제 안과에서 비문증 판정을 받았어. 눈이 갑갑한 느낌이었지. 나이가 들면 자연스럽게 생기는 거래. 의사의 진단과 설명을 들으니 신뢰감이 생기더라고. 적응하고 눈을 피로하지 않게 하면 될 거라고 친절하게 얘기해주더라. 그 말대로 열심히 노력해서 적응할 생각이야.,Pro_08873,Pro_08873_00008,E62,S09_D02
train-029085,train,노년,남성,대인관계,만성질환 유,기쁨,편안한,CALM,환갑을 넘어가면서 가족이나 친구들과 함께 시간을 보낼 수 있어서 행복하네. 가족들과 지인들에게 꾸준하게 연락하면서 자주 만날꺼야.,Pro_09774,Pro_09774_00007,E63,S04_D01
train-035768,train,청소년,여성,학업 및 진로,해당없음,기쁨,안도,CALM,나 진짜 행복해. 오늘 학교에서 시험을 봤는데 가장 걱정하던 수학에서 만족하던 성적을 받았어. 그래서 무척 기쁘고 한편으로는 수학 시험이 끝나서 후련해.,Pro_01798,Pro_01798_00002,E67,S02_D02
train-012058,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,편안한,CALM,나 다음 달에 결혼해. 응. 항상 나를 먼저 생각해 주는 사람이라 믿음직스러워. 응. 이제 청첩장만 돌리면 끝이야.,Pro_05274,Pro_05274_00013,E63,S05_D02
train-028654,train,청년,여성,대인관계,해당없음,기쁨,안도,CALM,내 친구들은 고민을 잘 들어줘. 서로 이해와 공감이 잘 되는 친구들이야.,Pro_05158,Pro_05158_00012,E67,S04_D02
train-009119,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,정말 믿음직스러운 친구가 내 옆에 있어서 다행이야. 요즘 힘든 일이 많았는데 이 친구 덕분에 다 이겨낼 수 있었어. 친구랑 솔직한 이야기를 많이 주고받으면서 믿음이 생기는 것 같아.,Pro_05153,Pro_05153_00030,E62,S04_D02
train-006483,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,동생과 싸웠는데 엄마가 내 말을 더 믿어줬어. 동생이 가끔 말도 안 되는 걸 우기거든. 엄마가 믿어줘서 기뻐.,Pro_05153,Pro_05153_00015,E62,S04_D02
train-007238,train,청년,여성,대인관계,해당없음,기쁨,안도,CALM,친구가 돈을 빌렸는데 일 년 만에 드디어 갚았어. 꽤 큰 돈이었는데 못 받는 줄 알고 걱정했었어.,Pro_05158,Pro_05158_00037,E67,S04_D02
train-006484,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신뢰하는,CALM,남편한테 정말 고마워. 내가 요즘 육아 때문에 정말 예민했거든. 근데 다 받아주고 오늘은 꽃을 가져다준 거야.,Pro_05273,Pro_05273_00014,E62,S05_D02
train-037733,train,청소년,남성,가족관계,해당없음,기쁨,안도,CALM,동생이랑 냉전 상태였는데 다행이네. 학교 갔다오니 다행이 동생이 미안하다고 먼저 쪽지남겼더라고. 그건 낯 간지럽고 그냥 좋아하는거 선물하려고.,Pro_00118,Pro_00118_00003,E67,S01_D02
train-028925,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,지금 여자친구랑 연애하길 잘했다. 이번에 드디어 곧 여자친구랑 결혼할 수 있어서 다행이야. 여자친구랑 함께하면 마음이 편안하고 안도감이 들어.,Pro_03718,Pro_03718_00034,E67,S05_D02
train-003161,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,미국 드라마를 보다 보면 너를 신뢰할 수 없다는 말을 많이 해. 역시 대인관계의 기본은 서로에 대한 신뢰인가 봐. 신뢰를 형성하고 그것을 유지하는 건 참 어려운 일 같아.,Pro_05153,Pro_05153_00018,E62,S04_D02
train-010913,train,청년,여성,대인관계,해당없음,기쁨,편안한,CALM,오늘 우리 팀에 새로 사람이 한 명 들어왔어. 나이는 나랑 동갑이야. 웃음 코드가 나랑 잘 맞는 사람 같았어. 우리가 계속 동시에 같은 포인트에서 웃음이 나왔거든. 그런 셈이지. 앞으로도 친구처럼 잘 지낼 수 있게 된다면 좋을 것 같아.,Pro_05154,Pro_05154_00024,E63,S04_D02
train-012389,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,우리 반 반장은 참 믿음직스러워. 응. 또래 애들 같지 않게 의젓해서 마음에 드네. 응. 내가 없어도 반을 잘 이끌 수 있을 것 같아.,Pro_05153,Pro_05153_00022,E62,S04_D02
train-007229,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신뢰하는,CALM,내 남자친구는 정말 믿음직스러워. 응 항상 나를 안심시켜줘. 나도 그를 기쁘게 하고 싶어.,Pro_05273,Pro_05273_00015,E62,S05_D02
train-014405,train,청년,남성,대인관계,해당없음,기쁨,편안한,CALM,오늘 부모님께 좋은 식당에서 식사를 대접하기로 했어. 기대가 된다. 부모님 덕분에 드디어 원하던 곳으로 취업하게 되었거든. 부모님께서 나를 항상 믿고 응원해주셨기 때문이야.,Pro_03594,Pro_03594_00007,E63,S04_D02
train-018171,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,윗사람의 전폭적인 지지와 신뢰로 일이 잘 풀려. 참 기분이 좋네. 역시 일의 효율은 상호존중이 일어나야 극대화되는 것 같아. 최고야. 나에게 더욱 신뢰감을 느낄 수 있도록 정말 열심히 해볼 거야.,Pro_07433,Pro_07433_00012,E62,S10_D02
train-024942,train,노년,남성,재정,만성질환 무,기쁨,감사하는,HAPPY,내가 후원금을 넣었던 단체에서 감사패를 보내와서 기뻐. 감사패를 받는 건 예상 못한 일이라 더 감사한 마음이야. 앞으로도 꾸준히 후원금을 보낼 거야.,Pro_10912,Pro_10912_00006,E61,S13_D02
train-001001,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,자신하는,HAPPY,우리 아들이 학교 축구 경기에서 골을 넣었다고 해서 기분이 좋아. 우리 아들은 나를 닮아서 운동을 잘하는 것 같아. 물론이지. 나도 동네 조기축구에서 주전으로 활약하고 있는걸.,Pro_07080,Pro_07080_00008,E69,S07_D02
train-002014,train,노년,여성,재정,만성질환 무,기쁨,만족스러운,HAPPY,나이가 들어도 돈이 많아서 좋다. 돈이 많으면 가족들도 편하고 좋지. 필요한 것들을 쉽게 얻을 수 있지. 예전부터 저축하길 잘했어.,Pro_12475,Pro_12475_00004,E64,S13_D02
train-018043,train,청소년,여성,가족관계,해당없음,기쁨,자신하는,HAPPY,나는 엄마가 바라는 대로 대학에 꼭 합격할 거야. 대학을 가기 위해 성적을 더 올리고 싶어. 매일 할 일을 정리해서 자기 전까지 다 마치는 것이 가장 좋을 것 같아.,Pro_01680,Pro_01680_00003,E69,S01_D02
train-022889,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,느긋,HAPPY,노후 재테크로 주식에 성공해서 마음이 가벼워. 한 번 성공하니 느긋해지고 행복해. 많지는 않아서 생활비로 쓰고 가끔 여행도 가려고.,Pro_07197,Pro_07197_00002,E66,S08_D02
train-031114,train,노년,남성,대인관계,만성질환 유,기쁨,자신하는,HAPPY,아내는 항암 치료를 이겨낼 거라고 자신해. 힘들겠지만 지금까지도 잘 이겨냈으니까 분명 괜찮을 거야. 내가 옆에서 계속 지켜봐 줄 거야. 아내가 힘들지 않게.,Pro_09780,Pro_09780_00024,E69,S04_D01
train-015760,train,청소년,여성,학업 및 진로,해당없음,기쁨,만족스러운,HAPPY,이번 시험에서 공부해서 노력한 만큼 성적이 나와서 만족스러워. 다음 시험에도 노력하면 성적을 잘 받을 수 있을지 걱정스러워. 수업을 열심히 듣고 시험 공부를 전보다 일주일 더 먼저 시작했어.,Pro_01795,Pro_01795_00023,E64,S02_D02
train-002326,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,느긋,HAPPY,결혼한 지 십 년 차고 나이도 삼십 대 후반이지만 난 아직 아이 낳는 문제에 있어서 느긋해. 요즘은 의학기술이 발달해서 나이가 많은 산모도 순산하는 걸 자주 보고 들었어. 남편과 상의했는데 아이는 삼 년 뒤쯤 낳는 거로 결론지었어.,Pro_05277,Pro_05277_00005,E66,S05_D02
train-020788,train,청소년,여성,학업 및 진로,해당없음,기쁨,신이 난,HAPPY,이번 시험을 잘 봤더니 부모님이 칭찬해 주셨어. 기분 좋지. 부모님은 웬만해서는 칭찬을 잘 안 해주시거든. 다음에도 부모님을 기쁘게 해드리고 싶어.,Pro_01799,Pro_01799_00024,E68,S02_D02
train-014941,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,뱃속에 아이가 움직이는 게 느껴져서 기뻤어. 발로 차는 느낌이었어. 처음으로 태동을 느끼니 너무 기뻐. 남편과 오늘은 특별한 식사를 해야겠어.,Pro_05276,Pro_05276_00027,E65,S05_D02
train-023569,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,만족스러운,HAPPY,이번에 은퇴하고 받은 퇴직금으로 부모님께 비싼 선물을 사드렸어. 직장 다닐 때는 선물 잘 못해드렸는데 막상 하고 나니까 좋아하시는 모습 보니까 기분이 좋더라. 앞으로 은퇴하고 자주 찾아 뵙고 선물 드려야겠어.,Pro_08755,Pro_08755_00017,E64,S08_D02
train-029658,train,노년,남성,대인관계,만성질환 유,기쁨,자신하는,HAPPY,나이 먹고 만성 질환으로 병원에 입원해 있지만 찾아오는 사람들이 많아서 외롭지 않아. 대인 관계에 충실했기 때문에 친구들이 많아.,Pro_09780,Pro_09780_00005,E69,S04_D01
train-016408,train,노년,여성,"건강,죽음",만성질환 유,기쁨,흥분,HAPPY,드디어 신장 기증자가 나타났대! 응! 기증자가 없을 줄 알고 낙담했는데 너무 기뻐! 아직 세상은 따뜻하고 선물 같은 삶이니 감사하면서 살기로 했어.,Pro_12176,Pro_12176_00005,E65,S11_D01
train-025365,train,노년,여성,대인관계,만성질환 유,기쁨,신이 난,HAPPY,박 씨 할머니 생일선물로 관절염에 좋은 안마기를 줄 건데 좋아할 생각을 하니 신이 나. 생각만 해도 신나고 기뻐. 박 씨 할머니를 더 기쁘게 할 방법이 없을까? 편지도 같이 넣어주어야겠어. 엄청 좋아하고 기뻐할 것 같아.,Pro_11339,Pro_11339_00007,E68,S04_D01
train-020429,train,중년,여성,건강,해당없음,기쁨,기쁨,HAPPY,피티클럽 아줌마들 이번 대회에서 많이 떨어졌는데 나는 넉넉하게 들어왔어. 내가 또래 아줌마보다는 체력이 좋은가 봐. 피티클럽 다닌 보람이 있어 다음대회에서도 열심히 해야겠어.,Pro_08871,Pro_08871_00036,E60,S09_D02
train-012228,train,청소년,남성,학업 및 진로,해당없음,기쁨,흥분,HAPPY,내가 원하는 대학에 합격해서 너무 기뻐. 경쟁률이 높아서 기대를 안 했는데 오늘 발표가 나서 너무 좋아. 미팅도 하고 엠티도 가보고 싶고 해보고 싶은 게 너무 많아.,Pro_00236,Pro_00236_00007,E65,S02_D02
train-012963,train,청소년,남성,학업 및 진로,해당없음,기쁨,자신하는,HAPPY,나 이번에는 성적표 엄마한테 자신 있게 보여드릴 수 있을 것 같아. 엄마가 분명 기뻐하실 거야. 엄마가 원하는 것보다 더 좋은 성적을 받아서 매우 자신감이 넘쳐. 축하해줘서 고마워! 다음에도 꼭 좋은 성적 받을 거야.,Pro_00240,Pro_00240_00006,E69,S02_D02
train-036780,train,청소년,여성,학업 및 진로,해당없음,기쁨,자신하는,HAPPY,나는 수학을 매우 잘해. 나는 뛰어난 수학자가 될 거야. 실제로 수학은 어렵지 않아. 선호한다면 누구나 잘할 수 있어.,Pro_01800,Pro_01800_00009,E69,S02_D02
train-010957,train,노년,남성,대인관계,만성질환 무,기쁨,신이 난,HAPPY,친구들한테 만나자고 해야겠어. 고등학교 친구들을 만날 생각이야. 그동안 거의 못 봐서 다들 어떻게 변했을까 궁금해.,Pro_09839,Pro_09839_00016,E68,S04_D02
train-016778,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,감사하는,HAPPY,지금까지 우리 회사에서 다년간 일 해오면서 밝고 유머러스한 직원들 덕분에 분위기가 항상 화기애애했어. 덕분에 기분이 좋지 않은 날에 출근해도 항상 고민을 잊고 열심히 일할 수 있었어서 직원들에게 항상 감사해. 내일 큰 건 아니지만 직원들에게 커피라도 한잔씩 주면서 감사함을 표시해야겠어.,Pro_08992,Pro_08992_00012,E61,S10_D02
train-037276,train,청소년,여성,학업 및 진로,해당없음,기쁨,자신하는,HAPPY,기말고사가 곧이네. 이번 시험은 진짜 자신만만해. 응. 예습과 복습을 항상 철저히 했거든. 미루지 않고 공부에 매진하고야 말 거야.,Pro_01800,Pro_01800_00005,E69,S02_D02
train-001008,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,자신하는,HAPPY,우리 자식들은 어디 가서 자랑해도 꿇리지 않는 훌륭한 애들이야. 다들 야무져서 스스로 할 일을 알아서 잘하고 성격도 좋아. 너무 남들 앞에서 자랑하는 게 아닌지 자제하려고도 하지.,Pro_07080,Pro_07080_00010,E69,S07_D02
train-001485,train,청년,남성,"진로,취업,직장",해당없음,기쁨,감사하는,HAPPY,드디어 공무원시험에 합격했어! 다 인터넷 강의 선생님 덕분이야. 인터넷 강의 선생님이 잘 알려주신 덕분에 공무원 시험에 합격할 수 있었거든. 응. 인터넷 강의 선생님이 아니었다면 합격이 어려웠을 거야.,Pro_03832,Pro_03832_00012,E61,S06_D02
train-013585,train,청년,여성,대인관계,해당없음,기쁨,느긋,HAPPY,편안하게 별말 없이 함께 산책할 동료들이 있어서 좋아. 편안한 사람들이 함께할 수 있어서 너무 행복해. 좋은 동료들과 커피 한잔하는 것도 너무 좋아.,Pro_05157,Pro_05157_00043,E66,S04_D02
train-037906,train,청소년,여성,가족관계,해당없음,기쁨,기쁨,HAPPY,오늘 오랜만에 가족 외식을 가기로 했어. 오랜만이라 설레고 좋아. 미리 뭘 먹을지 고민해 봐야겠어.,Pro_01671,Pro_01671_00028,E60,S01_D02
train-028664,train,청년,여성,대인관계,해당없음,기쁨,자신하는,HAPPY,나는 사람들과 소통하는 능력이 참 좋아. 사람들의 감정의 변화를 쉽게 알 수 있다고 생각해. 응. 주변에서 조금만 바뀌어도 금방 눈치채곤 해.,Pro_05160,Pro_05160_00004,E69,S04_D02
train-015663,train,노년,여성,대인관계,만성질환 유,기쁨,기쁨,HAPPY,언니가 최근에 녹내장 수술을 받았는데 시력을 되찾게 되어서 얼마나 기쁜지 몰라. 몸도 많이 안 좋아서 회복이 잘 될까 걱정되었는데 정말 다행이야. 축하 기념으로 언니네 식구들과 함께 외식이라도 할까 봐.,Pro_11331,Pro_11331_00009,E60,S04_D01
train-028030,train,청소년,여성,가족관계,해당없음,기쁨,느긋,HAPPY,오늘도 동생이 엄마한테 혼났네. 숙제를 또 미루다 들켰나 봐. 동생은 성격이 너무 느긋해서 탈이야. 늘 닥쳐서야 한다니까. 단숨에는 힘들겠지. 계획을 실천하면 보상을 해주는 것도 좋을 것 같아.,Pro_01677,Pro_01677_00008,E66,S01_D02
train-009868,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,만족스러운,HAPPY,이번에 우리 딸이 제출한 과제물이 좋은 결과를 얻었어. 딸이 다음에도 좋은 아이디어로 좋은 결과를 얻었으면 좋겠어.,Pro_08635,Pro_08635_00017,E64,S07_D02
train-009697,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,기쁨,HAPPY,진행하던 일이 드디어 성과를 냈어. 힘들어서 포기할까 생각했었는데.,Pro_08991,Pro_08991_00017,E60,S10_D02
train-033155,train,청년,남성,"진로,취업,직장",해당없음,기쁨,기쁨,HAPPY,드디어 회사에 합격했다! 너무 기쁘다! 올해는 취업 못 할 줄 알았는데. 취업 성공해서 다행이야. 빨리 부모님께 알려드려야겠어. 부모님이 엄청나게 좋아하실 거야.,Pro_03831,Pro_03831_00012,E60,S06_D02
train-037913,train,청소년,남성,가족관계,해당없음,기쁨,느긋,HAPPY,다음날 나 가족여행 가. 물론 전부 준비 했지. 금일은 가족들이랑 느긋하게 내일을 기다리려고 해.,Pro_00117,Pro_00117_00005,E66,S01_D02
