sample_id,service_label_original,emotion_major,emotion_minor,tired_heuristic_reason,text
train-040908,ANXIOUS,분노,안달하는,v2-fatigue+support-context,나는 이제 아무 일도 못 할 것 같아. 노동력이 완전히 상실된 기분이야. 책을 보니 글씨가 겹쳐 보이고 온종일 몸이 피곤해. 눈이 침침하고 체력이 많이 약해진 기분이야. 영양제를 복용하고 체력강화 운동해야 하는데 돈이 없어.
train-041158,ANGRY,분노,짜증내는,v2-primary-physical-fatigue,나이가 들면 나도 모르게 병이 생기는 것 같아. 요사이 잠을 못 자. 생각 하다 보면 한 가지 생각에 사로잡혀서 잠을 못 자곤 하네. 밤새도록 엉뚱한 생각을 하면서 날밤을 새우면 내가 이상한 병에 걸렸나 하는 생각도 들어.
train-041182,ANGRY,상처,질투하는,v2-primary-physical-fatigue,몸이 아프다는 건 나의 일상생활에 제한을 받게 되지. 매사에 조심 해야 되니까. 관리를 젊었을 때부터 잘했다고 했지만. 세월에 이길 장수가 없다는 말이 실감이 나네. 몸이 아프면 괜스레 비관적인 마음만 먹게 되지. 혹시나 암은 아닌가 하고 의심도 하고.
train-041353,SAD,슬픔,마비된,v2-primary-physical-fatigue,나이는 무시할 수가 없어. 나이가 드니 몸도 성한 곳이 없고 일도 못 하겠어. 운동을 하려 해도 몸이 아프다고 느끼니 쉽지가 않다.
train-041360,SAD,당황,외로운,v2-primary-physical-fatigue,몸이 여기저기 많이 고장나는 게 느껴져. 수명이 다 한 것 같아. 나이도 있는데 맡은 업무 강도가 높아서 퇴근하고 오면 안 아픈 곳이 없어. 병원을 다니며 앞으로의 처치 방법을 들으면 몸을 안 쓰는 방법 밖에는 없다는데 그럴 수는 없어.
train-041415,SAD,당황,열등감,v2-primary-physical-fatigue,요즘 지팡이 없이는 나다닐 수가 없어. 몸이 아프니 마음도 아프고 모든 게 편치 않아. 다른 동년배들은 다 건강해 보이니까 나만 뒤쳐지고 인생을 잘 살지 못한 것 같아.
train-041490,ANGRY,분노,노여워하는,v2-primary-physical-fatigue,몸도 아픈데 너무 외로워. 지나보니 지인들에게 너무 폐쇄적으로 대한 것 같아. 몸이 아프고 늙으면 남는 건 주변 사람밖에 없다는 걸 너무 늦게 알았어.
train-041537,ANXIOUS,불안,회의적인,v2-primary-physical-fatigue,파트타임으로 슈퍼에서 일하고 있는데 일이 버겁네. 여기저기 몸이 아프고 해야 할 일을 자꾸 잊어버려서 주임한테 지적당하니 바보가 된 것 같아. 당뇨도 있고 고혈압 약도 먹고 있는데 이게 낫는 병이 아니니까 힘드네.
train-041740,ANXIOUS,당황,혐오스러운,v2-primary-physical-fatigue,나는 요즘 불면증에 시달리고 있어. 내가 다리가 불편해서 재택근무 삼아 블로그로 돈을 벌까 싶어 운영하고 있는데 요즘은 양심의 가책을 느껴. 제품을 무료로 제공받으면서 허황된 광고글을 올리다 보니 스스로와 사람들을 속이고 있다는 생각 때문에 괴로워.
train-041790,ANXIOUS,불안,당혹스러운,v2-primary-physical-fatigue,몸이 아프니까 일자리 구하기가 어렵네. 어떻게 살아가야 할지 모르겠어. 돈도 없고 몸이 아프니 일에 집중도 잘 안돼.
train-043195,SAD,슬픔,마비된,v2-primary-physical-fatigue,피로감이 심해 병원을 갔다 위암 판정을 받았어. 아이들이 아직 어린데 앞이 캄캄하고 너무 슬퍼. 몸이 아프니 예전처럼 일하기가 너무 힘에 겨워. 경제적으로 힘들더라도 모아둔 돈으로 당분간은 아껴 쓰며 치료에 집중해야겠어.
train-043242,ANXIOUS,불안,회의적인,v2-primary-physical-fatigue,허리가 아프니까 아무것도 하기 싫어져. 인생이 너무 무기력해. 뭔가를 하려고 계획을 세워도 몸이 아프니까 자꾸 미루게 돼. 아무것도 하기가 싫어. 뭔가를 하려 하지 않고 그때그때 하고 싶은 일을 찾아서 해야겠어.
train-043258,ANXIOUS,불안,조심스러운,v2-fatigue+support-context,집안일이 끝이 없어. 몸도 안 좋은데 집안일은 출근 퇴근이 없고 이제는 다 지겨워. 집안일을 아이들이 도우려고 하는 데 하는 거 보다가 내가 다 하고 또 피곤해서 눕고 그래. 내가 아이들 하는 게 성에 안 차도 좀 하게 두고 내 몸을 좀 추슬러야겠어.
train-043335,SAD,당황,죄책감의,v2-primary-physical-fatigue,요즘 부쩍 기력이 없어. 아침에 눈 뜨기도 힘들어. 마누라 있을 땐 끼니도 잘 먹었는데 그땐 고마운 줄을 몰랐어. 내가 할 줄 아는 거라고 해 봐야 뭐 간편식 그런 거 데워먹는 거 정도야.
train-043599,ANGRY,슬픔,환멸을 느끼는,v2-fatigue+support-context,여기저기 쑤시는 몸으로 밥 벌어먹고 사려니 너무나 힘이 든다. 털어놓고 얘기할 사람도 없어서 몸도 마음도 더욱 지치는구나. 내가 첫 직장을 얻었을 때 생각. 그땐 참 열정이 많은 사람이었지.
train-044549,SAD,슬픔,실망한,v2-primary-physical-fatigue,내가 몸이 아프다고 했는데 우리 부모님이 관심이 없어. 너무 슬퍼. 우리 부모님은 내가 아프다 해도 꾀병이라 생각하고 대수롭지 않게 넘기셔서 서러워. 내가 부모님에게 잘 설득해야 해.
train-044624,ANXIOUS,불안,회의적인,v2-primary-physical-fatigue,불면증이라 잠을 못 자. 돈이 없어서 벌어야 하는데 잠을 못 자서 몽롱하니 일하기 싫어. 약을 먹으면 너무 몽롱하고 안 먹으면 잠을 못 자니 힘들어. 차라리 병원에 가서 치료를 받고 얼른 돈 벌러 가야겠어. 그게 가장 빠른 방법이야.
train-045027,ANGRY,상처,질투하는,v2-primary-physical-fatigue,프로젝트를 타 팀이 가로챘어. 그들보다 더 나은 업적을 쌓아야 한다는 생각에 잠을 못 자. 분명 그 팀의 팀장이 고객사에 뇌물을 주었을 거야. 의심이 가지만 물증이 없어 괴로워. 이미 끝났어. 난 이번 프로젝트를 따내지 못해서 승진에서 밀려날 거야.
train-045533,ANGRY,분노,성가신,v2-primary-physical-fatigue,나이 들고 몸이 아프니 애들이 날 돌봐줬으면 하는데 아무도 그럴 생각을 안 해. 헛살았나 봐. 아이들을 열심히 사랑으로 키웠다고 생각했는데 애들은 그게 느끼지 않았나 봐. 모두 내 잘못이야. 아이들을 비난해 뭐해. 약해진 건강을 내가 더 챙기고 아이들하고도 좀 더 이야기해봐야겠어.
train-046242,ANGRY,분노,노여워하는,v2-fatigue+support-context,정규직으로 전환되려면 일을 열심히 해야 해. 동기들보다 몸이 아파서 못하고 있어. 어렸을 때부터 몸이 약해서 쉽게 피곤해지고 힘들거든. 이러다가 낙오될 것 같아. 일단 내가 일을 하는 시간에라도 최선을 다해서 해야겠어. 그래야 할 것 같아.
train-047589,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,요즘 불면증 때문에 일을 제대로 할 수가 없어. 성과가 떨어지니 월급도 줄어들었어. 불면증 때문에 회사 일도 더욱 스트레스받아. 자보려고 노력하는데도 잠도 안 오고. 아무래도 방치하지 말고 병원에 가봐야겠어.
train-047654,SAD,슬픔,비통한,v2-primary-physical-fatigue,몸이 아프다 보니 일을 할 수 없어서 너무 슬퍼. 젊었을 때 돈을 모았다면 이러진 않을 텐데 내가 불행하게 느껴져. 주민센터에서 도움을 요청을 해봐야지.
train-047966,ANXIOUS,불안,회의적인,v2-fatigue+support-context,나이가 들어 신장에 문제가 생겼대. 쉽게 피곤해지고 뭐든지 하기가 힘들어. 아직 중년인데 벌써 늙었나 싶기도 하고 쓸모없는 사람이 된 것 같아 무기력하군. 의사가 운동을 열심히 하라고 하더군. 몸이 건강해야지 마음도 건강할 수 있다고 말이야.
train-048356,SAD,당황,고립된,v2-fatigue+support-context,잠을 못 잤더니 피곤해 죽겠어. 어제도 밤새 핸드폰 게임을 했거든. 게임을 너무 많이 해서 성적도 떨어져. 벌 받는 건가 봐. 일정 시간이 지나면 핸드폰을 잠그는 애플리케이션이 있대. 그거라도 써 볼까 싶어.
train-048536,ANXIOUS,불안,조심스러운,v2-primary-physical-fatigue,내가 허리디스크로 몸이 아프다 보니 가정일 에는 흥미가 없어지고 스트레스만 쌓여. 머리로 해야 할 것들은 많은데 실천하려니 몸이 안 따라줘서 스트레스받아. 디스크가 원인이니 일단 병원에 가서 치료를 받아야겠어.
train-048577,ANXIOUS,불안,조심스러운,v2-primary-physical-fatigue,몸이 아프다 보니 가정생활이 제대로 이루어지지 않는 것 같아. 집안일도 제대로 못 하고 가정에 아무런 흥미가 없어. 가족들과 상의를 해봐야겠어.
train-049635,SAD,상처,고립된,v2-primary-physical-fatigue,여기저기 몸이 아프니 삶에 대해 희망도 없고 점점 안 좋은 생각만 들어. 몸이 아프니 마음도 더 힘들어지는 것 같아. 긍정적으로 생각하면 좋을 텐데. 꾸준히 운동하고 적절한 휴식도 취하면서 노력해야 할 것 같아.
train-049639,ANXIOUS,불안,조심스러운,v2-primary-physical-fatigue,몸이 아프니 집안일도 힘들고 어떤 것에도 흥미가 없어. 스트레스만 쌓이는 것 같아. 몸이 아프니 운동도 더 열심히 해야 하는데 운동하는 게 쉽지가 않아. 쉽지 않겠지만 운동해야겠지. 건강해지면 스트레스도 줄고 흥미도 생길 거야.
train-049671,SAD,슬픔,후회되는,v2-fatigue+support-context,중년이 되니 예전만큼 체력이 좋지 않고 조금만 일해도 피곤해서 안타깝고 슬퍼. 점점 무기력해지고 위기감도 느껴지는 것 같아. 지금의 상황이 너무나도 싫어. 꾸준히 운동하고 식단 조절하고 건강한 마음으로 살아야 할 것 같아.
train-050408,ANXIOUS,불안,당혹스러운,v2-primary-physical-fatigue,몸이 아프니까 가족과 문제가 생기면 부정적으로 말하게 돼. 몸이 안 좋다 보니 가족 문제에 집중하기가 어려워서 그런 것 같아. 가족들에게 지금 내 몸 상태를 이야기해서 이해해달라고 해봐야겠어.
train-050670,ANGRY,당황,한심한,v2-primary-physical-fatigue,내가 몸이 아프다고 부모님이 너무 과하게 신경 쓰시는 게 너무 죄송스러워. 동생에 비해 나한테 관심과 보호가 지나친 것 같아서 마음이 불편해. 시간을 내서 부모님과 솔직하게 얘기해봐야겠어.
train-050916,SAD,슬픔,마비된,v2-fatigue+support-context,앞으로 내가 뭘 해야 할지 도저히 모르겠어. 몸이 불편해서 할 수 있는 것도 한정적이고. 답이 보이질 않으니까 막막하고 슬퍼. 심지어 이젠 지치기도 해. 일단 뭐든지 도전해볼까 해. 그러다보면 내가 할 수 있는 것들을 찾을 수 있을 것 같아.
