sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,relabel_reason
train-036022,train,청소년,여성,학업 및 진로,해당없음,기쁨,안도,CALM,이 점수를 유지한다면 괜찮은 대학에 갈수 있겠지.성적이 떨어지지 않아 정말 흡족해. 성적을 지키기 위해서라면 공부를 더 애써 해야겠지. 나는 잘 할수 있을거야.,Pro_01798,Pro_01798_00010,E67,S02_D02,
train-039507,train,노년,여성,대인관계,만성질환 유,상처,질투하는,ANGRY,무서워 죽겠어. 엊그제 친구 한 명이 죽었어. 늙고 병들어서 그렇지. 나도 나이가 곧 칠십 인데 친구들도 하나둘씩 세상을 뜨고 어디에 의지해야 할지 모르겠어. 첫째랑 셋째는 미국에 살고 있고 둘째는 암으로 삼 년 전에 먼저 떠났어. 이제 누구 만나서 얘기할 사람도 없고 무서워.,Pro_11312,Pro_11312_00016,E41,S04_D01,
train-016058,train,노년,여성,"건강,죽음",만성질환 유,상처,억울한,ANGRY,자식들에게 헌신했다고 생각했는데 자식들은 내가 아플 때 나를 돌봐주지 않아서 억울해. 내가 자식들을 얼마나 힘들게 키웠는데 어떻게 나에게 그렇게 관심이 없는지 모르겠어. 한번 솔직하게 자식들에게 나의 상처받은 마음에 관해 이야기 하는 게 좋겠어.,Pro_12158,Pro_12158_00035,E47,S11_D01,
train-011340,train,청년,여성,"연애,결혼,출산",해당없음,불안,취약한,ANXIOUS,직업이 콜 상담받는 일인데 남자친구한테 말하기에 너무 단점 같아. 남자친구가 충격받지 않을까?,Pro_05244,Pro_05244_00028,E33,S05_D02,
train-021574,train,청소년,여성,가족관계,해당없음,기쁨,흥분,HAPPY,아빠가 엄마 몰래 나한테 용돈을 주신대! 아빠께 감사하다는 마음을 전하고 싶어. 용돈을 받은 것 중에 일부로 아빠 넥타이를 사다 드려야겠어.,Pro_01676,Pro_01676_00013,E65,S01_D02,
train-032702,train,청년,여성,대인관계,해당없음,당황,부끄러운,ANXIOUS,조별 과제를 하는데 내 분량을 다 못 해서 아프다고 거짓말했어. 조원들이 알면 날 어떻게 볼까. 응. 조원들이 괜찮다고는 하지만 크게 실망한 것 같아. 중요한 과제였거든. 나는 어떡하면 좋지? 사실 마감은 내일까지라 하면 할 수 있어. 하지만 거짓말까지 했다는 게 부끄러워.,Pro_05147,Pro_05147_00034,E56,S04_D02,
train-018751,train,노년,여성,재정,만성질환 유,슬픔,후회되는,SAD,난 시간이 이렇게 빠른 줄 몰랐어. 은퇴했을 때 하고 싶던 일들을 해볼걸 그랬나 봐. 난 시간이 많을 줄 알았는데 벌써 이렇게 나이가 들었지 뭐야. 새롭게 배우고 싶은 일이 있어. 이제라도 하나씩 도전해보려고.,Pro_12374,Pro_12374_00007,E23,S13_D01,
train-006910,train,청년,여성,"진로,취업,직장",해당없음,불안,걱정스러운,ANXIOUS,새로운 직장을 옮기는데 자꾸만 방어적인 태도를 취하게 돼서 고민이야. 이직에 한 번 실패한 경험이 있어서 그런 것 같아.,Pro_05368,Pro_05368_00036,E37,S06_D02,
train-042576,train,노년,남성,"건강,죽음",만성질환 유,상처,괴로워하는,SAD,나이를 먹으면서 점점 몸을 움직이기가 힘들어. 전처럼 자유롭지 못해서 암울해. 건강하지 않으니까 모든 게 다 망가진 느낌이야. 젊었을 때 건강관리를 하지 않은 게 후회돼. 지금이라도 건강관리를 열심히 해야겠지. 하지만 그런다고 건강이 좋아지지 않을 것 같아.,Pro_10599,Pro_10599_00003,E48,S11_D01,
train-006015,train,청년,여성,대인관계,해당없음,분노,툴툴대는,ANGRY,조금 전에 남자친구 때문에 화났는데 잠깐 얘기할 수 있을까? 남자친구가 바보처럼 남들이 몸을 만지고 괴롭혀도 별 반응을 안 하는 거야. 가만히 당하기만 하니까 화나. 그냥 시원하게 한 방 먹여줬으면 좋을 텐데 그냥 답답해!,Pro_05102,Pro_05102_00036,E11,S04_D02,
train-032435,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,이번에 들어온 후임이 참 싹싹해. 하나를 가르치면 열을 아니 조금씩 중요한 일도 맡겨볼까 싶어. 능력을 펼칠 기회를 알아보는 타입이라 얼마나 잘 할지 기대가 되는걸.,Pro_08993,Pro_08993_00010,E62,S10_D02,
train-009714,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,나는 내가 하는 일에 보람을 느껴. 우리 팀이 정말 단합도 잘되고 성과도 좋거든.,Pro_08993,Pro_08993_00003,E62,S10_D02,
train-027727,train,중년,남성,건강,해당없음,기쁨,신이 난,HAPPY,죽어서 영원히 무덤에 묻힌다면 얼마나 차갑고 외롭게 느껴질까. 생각만 해도 답답하네. 아버지 산소에서 제사지내고 내려오는 길에 들은 생각이야. 많이 외로울 것 같아. 밤에 게임하는 시간을 줄여서 가볍게 할 수 있는 홈트레이닝부터 당장 시작해야지.,Pro_07319,Pro_07319_00022,E68,S09_D02,
train-000679,train,노년,남성,대인관계,만성질환 유,상처,버려진,SAD,병원도 가까운데 병문안을 오지 않는 건 좀 섭섭하네. 나랑 같이 일하는 김 영감이 내 병문안을 한 번도 안 왔어. 응. 이럴 게 아니라 그냥 내가 먼저 어떻게 된 건지 물어봐야겠어.,Pro_09760,Pro_09760_00006,E49,S04_D01,
train-016656,train,노년,여성,대인관계,만성질환 무,기쁨,신뢰하는,CALM,그 과일장수는 항상 품질이 좋은 과일만 가져다 줘서 자주 가게 돼. 가격이 비싸긴 하지만 품질이 좋으니 믿고 먹고 있어. 가격을 조금 깎아달라고 하고 싶어. 하지만 안 된다고 하면 어쩔 수 없어.,Pro_11393,Pro_11393_00001,E62,S04_D02,
train-035347,train,청소년,남성,가족관계,해당없음,기쁨,안도,CALM,누나가 사준 지갑을 잃어버린 줄 알았는데 알고보니 주머니에 있더라고. 걱정했는데 다행이야. 누나가 지갑을 잃어버린 걸 알고 실망할까 봐 걱정이 많았어. 지갑을 잃어버리지 않게 잘 챙겨야겠어.,Pro_00118,Pro_00118_00001,E67,S01_D02,
train-032717,train,청년,여성,대인관계,해당없음,기쁨,편안한,CALM,예전 직장에서 알던 언니가 있는데 사람이 참 좋은 사람인 거 같아. 힘든 일이 있을 때 그 언니랑 대화하다 보면 기분이 풀리더라고. 자주 그러면 듣기 싫을 만도 한데 한 번도 싫은 내색 없이 내 얘기를 잘 들어줘.,Pro_05154,Pro_05154_00020,E63,S04_D02,
train-050181,train,중년,여성,"대인관계(부부, 자녀)",해당없음,당황,외로운,SAD,딸들이 있는데 남편과 이혼하게 됐어. 앞으로가 너무 두려워. 내가 혼자서 딸들을 잘 키울 수 있을지 두렵지. 혼자서 책임지게 되었잖아. 딸들과 앞으로 어떻게 살아야 할지 같이 이야기해야지.,Pro_08624,Pro_08624_00021,E53,S07_D02,
train-018084,train,청년,남성,"연애,결혼,출산",해당없음,분노,툴툴대는,ANGRY,아내가 이를 심하게 갈면서 잔다는 것을 결혼 후에 알게 되었어. 한숨도 못 자고 있어. 어떻게 해야 할까. 아무래도 병원을 같이 한번 가봐야 할 거 같아 .,Pro_03662,Pro_03662_00010,E11,S05_D02,
train-016491,train,노년,여성,재정,만성질환 무,기쁨,편안한,CALM,돈을 빌려간 김 영감이 꾸준히 돈을 갚고 있어. 그래서 기뻐. 사실 갚을 줄 몰랐는데 김 영감한테 고마워. 그 돈을 모아서 해외여행을 가고 싶어.,Pro_12474,Pro_12474_00005,E63,S13_D02,
train-018043,train,청소년,여성,가족관계,해당없음,기쁨,자신하는,HAPPY,나는 엄마가 바라는 대로 대학에 꼭 합격할 거야. 대학을 가기 위해 성적을 더 올리고 싶어. 매일 할 일을 정리해서 자기 전까지 다 마치는 것이 가장 좋을 것 같아.,Pro_01680,Pro_01680_00003,E69,S01_D02,
train-043466,train,노년,남성,"건강,죽음",만성질환 유,상처,괴로워하는,SAD,얼마 전 다친 눈 때문에 일상생활에 제약이 많아. 그날 왜 조심하지 않았을까 봐 정말 후회돼. 조금만 조심했더라면 눈을 이렇게 다치지 않았을 거란 생각이 자꾸 들어. 병원 진료를 잘 받고 눈에 좋은 영양제와 안약을 자주 넣어줘야겠지.,Pro_10599,Pro_10599_00016,E48,S11_D01,
train-004990,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,HAPPY,드디어 내일부터 여름휴가다! 호캉스 하려고! 요즘 어디 다니기 좀 걱정되어서. 맛있는 것도 많이 먹고 잠도 잘 자려고. 요즘 인간관계로 너무 스트레스를 받았거든.,Pro_08631,Pro_08631_00008,E60,S07_D02,
train-012292,train,청년,여성,"진로,취업,직장",해당없음,불안,혼란스러운,ANXIOUS,앞으로 무슨 일을 하고 살지 혼란스러워. 웹툰 작가가 되고 싶지만 부모님은 공무원이 되라셔. 안정성을 생각하면 부모님 말씀도 맞지만 나는 만화 그리는 게 좋아.,Pro_05365,Pro_05365_00022,E34,S06_D02,
train-031114,train,노년,남성,대인관계,만성질환 유,기쁨,자신하는,HAPPY,아내는 항암 치료를 이겨낼 거라고 자신해. 힘들겠지만 지금까지도 잘 이겨냈으니까 분명 괜찮을 거야. 내가 옆에서 계속 지켜봐 줄 거야. 아내가 힘들지 않게.,Pro_09780,Pro_09780_00024,E69,S04_D01,
train-006620,train,청년,남성,"연애,결혼,출산",해당없음,슬픔,환멸을 느끼는,ANGRY,친구가 연애한다고 자랑을 하는데 너무 화가 나. 응. 나도 그래서 연애를 올해 안에는 할 거야. 나도 친구처럼 연애해서 자랑할 거야,Pro_03680,Pro_03680_00029,E29,S05_D02,
train-010062,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,남자 친구가 연락이 뜸해서 걱정했는데 걱정할 일이 아니었어. 둘만의 이벤트를 준비하느라 바빠서 연락이 뜸했더라고. 혹시 나에게 마음이 식은 건가 걱정했는데 그런 게 아니라서 정말 다행이었어. 기쁘기도 하면서 한편으로는 아직도 사랑하고 있구나 싶어서 안도감을 느꼈어.,Pro_05278,Pro_05278_00008,E67,S05_D02,
train-031450,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,이번에 다니는 병원 의사 선생님은 정말 믿음이 가. 정말 오랫동안 달고 있던 병을 이젠 고칠 수 있을 것 같아.,Pro_11333,Pro_11333_00010,E62,S04_D01,
train-025158,train,노년,여성,"건강,죽음",만성질환 유,기쁨,감사하는,HAPPY,아들이 투석 받는 날에 잘 챙겨줘서 너무 고마워. 병원 갈 때 덕분에 든든해. 아들에게 고마움을 더 표현해야겠어.,Pro_12172,Pro_12172_00008,E61,S11_D01,
train-033187,train,청년,여성,"연애,결혼,출산",해당없음,불안,취약한,ANXIOUS,다음 달이면 곧 출산이야. 배도 점점 불러오고 숨도 잘 안 쉬어져. 밤에 잠도 안오고. 요즘에는 혼자 밖에 나가서 걸어다니기만 해도 무서워서 행동 반경도 좁아지고 있어.,Pro_05244,Pro_05244_00017,E33,S05_D02,
train-015097,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,신뢰하는,CALM,아내를 믿고 보험을 든 덕에 노후 걱정은 덜게 되어서 기분이 좋아. 아내가 연금 보험을 든다고 했을 때는 믿지 못해서 투덜거렸는데 믿고 맡기길 잘한 것 같아. 돈 걱정 없이 아내와 편안한 노후를 즐겨야겠어.,Pro_07193,Pro_07193_00008,E62,S08_D02,
train-009498,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,신이 난,HAPPY,오! 이번 연휴에 우리 성과급 준대! 어디 보자. 백 퍼센트라는데? 기대 이상인걸! 신난다! 그건 아직 생각해보지 못했어. 아! 마침 핸드폰이 자꾸 재부팅되는데 핸드폰을 사면 되겠다.,Pro_08999,Pro_08999_00010,E68,S10_D02,
train-022127,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,결혼 후 아내는 많이 바뀌었어. 나는 그게 너무 기뻐. 아내는 남자들과 연락을 다 끊었어. 이제 안심이 돼. 나를 그만큼 사랑하고 아껴준다고 생각해.,Pro_03718,Pro_03718_00001,E67,S05_D02,
train-012482,train,청소년,남성,학업 및 진로,해당없음,슬픔,눈물이 나는,SAD,아빠의 공부 강요 때문에 죽으려고까지 했는데 사과도 안 하셔. 날 공부하는 기계로 봐서 슬퍼. 정말 눈물이 날 것 같아. 이대로라면 난 집을 나가고 말 거야. 아빠랑 상담사 선생님에게 찾아가서 상담을 받는 것이 가장 좋을 거 같아.,Pro_00198,Pro_00198_00017,E27,S02_D02,
train-049380,train,청소년,남성,학업 및 진로,해당없음,당황,당황,ANXIOUS,이제 취업해야 할 나이가 되었는데 다리가 불편해서 그것도 쉽지 않아. 절망적이야. 솔직히 다 내가 못난 탓인 것 같아. 부모님께 죄송해. 장애복지센터에 찾아가서 취업상담도 받고 심리상담도 받아보고 싶어.,Pro_00221,Pro_00221_00028,E50,S02_D02,
train-017309,train,노년,남성,"건강,죽음",만성질환 무,상처,고립된,SAD,혼자서 밭에 갔다가 열사병으로 쓰러졌어. 너무 무리했나 봐. 도와줄 사람이 없어서 오늘 다 끝내려고 하다가 무리했어. 앞으로는 무리하지 않으려고. 어차피 돌봐줄 사람도 없고 내 몸은 내가 챙겨야 해.,Pro_10654,Pro_10654_00027,E43,S11_D02,
train-031003,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,눈물이 나는,SAD,상사와 티격태격 하다 눈 밖에 나 다른 부서로 옮기게 됐어. 상사와 말다툼한 것이 후회가 돼. 부서 이동을 하면 더 힘들어질 것 같은데 걱정이야.,Pro_07398,Pro_07398_00008,E27,S10_D02,
train-009876,train,중년,여성,"재정,은퇴,노후준비",해당없음,상처,고립된,SAD,요즘 친구들이 모이면 주식 얘기를 많이 하는데 나는 도통 모르겠어. 응. 다들 어디서 공부를 했는지 아는 게 많은데 가만히 있으려니 답답하고 힘들어. 그런 것 같아. 수준이 같아야 대화에 끼워줄 텐데. 어디에서 배워야 하지?,Pro_08734,Pro_08734_00012,E43,S08_D02,
train-036099,train,청소년,여성,가족관계,해당없음,기쁨,편안한,CALM,엄마는 내가 힘이 들 때마다 충고를 해주셔서 세상을 살기에 평안하다는 생각이 들어. 처음부터 끝까지 혼자서 배웠을 테지. 금일 저녁은 내가 맛있는 요리를 해드리고 싶어.,Pro_01674,Pro_01674_00013,E63,S01_D02,
train-051597,train,청소년,여성,가족관계,해당없음,불안,걱정스러운,ANXIOUS,친구가 오늘 우리 집에 오기로 했는데 엄마가 안 된대. 갑자기 약속이 취소돼서 친구랑 싸웠어. 엄마 때문에 계획한 일이 틀어진 것도 불만인데 그것 때문에 친구랑 싸워서 더 힘들어. 친구에게 전화해서 밖에서 밥 먹자고 해야겠어. 내가 밥을 사는 게 좋을 것 같아.,Pro_01648,Pro_01648_00051,E37,S01_D02,
train-040418,train,노년,여성,대인관계,만성질환 무,분노,악의적인,ANGRY,자꾸 요즘에는 안 좋은 생각이 들어. 그냥 모든 일에 의욕도 없고 사회생활도 하기 싫고. 모두가 귀찮아. 나가고 싶지 않아.,Pro_11346,Pro_11346_00027,E15,S04_D02,
train-024658,train,노년,남성,재정,만성질환 무,분노,툴툴대는,ANGRY,아내가 돈 관리를 하는데 나한테 용돈을 너무 적게 줘서 화나. 나도 돈 벌어오는 사람인데. 왜 내가 번 돈을 내가 쓰지도 못하지? 아내한테 내 상황을 말해봐야겠어.,Pro_10862,Pro_10862_00018,E11,S13_D02,
train-036192,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,실망한,SAD,친한 친구가 내 뒷담화을 하고 다닌다는 소식을 들어서 그 친구에게 매우 실망했어. 그래서 금일 학교 마치고 걔랑 진지하게 이야기 해 보려고.,Pro_01872,Pro_01872_00019,E21,S03_D02,
train-018269,train,청년,여성,"진로,취업,직장",해당없음,기쁨,자신하는,HAPPY,우리 부서에는 운동 잘하는 사람들이 모여 있어서 체육대회에서 우승할 것 같아. 사람들이 운동을 다 잘해서 나도 더 열심히 해야겠다는 생각을 했어. 열심히 운동해서 우승까지 하고 싶어.,Pro_05400,Pro_05400_00016,E69,S06_D02,
train-023029,train,중년,남성,건강,해당없음,기쁨,편안한,CALM,생각보다 종양이 심각하지 않아서 간단한 수술로 해결되었어. 너무 기뻐. 처음에는 걱정을 많이 했었는데 잘 끝나서 편안한 마음이야. 이제 건강관리를 잘해야겠어. 규칙적인 운동을 통해 건강을 되찾아야지.,Pro_07314,Pro_07314_00008,E63,S09_D02,
train-016111,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,우울한,SAD,학교에서도 집에서도 누구도 내 기분을 이해해 주는 사람이 없어서 우울해. 나를 이해해주려고 하기보다는 모두 나를 가르치려 하고 혼내기만 해. 우리 집 강아지가 나를 제일 많이 위로해주는 것 같아.,Pro_01875,Pro_01875_00036,E24,S03_D02,
train-018774,train,청년,남성,대인관계,해당없음,분노,툴툴대는,ANGRY,팀장님이 신입사원과 나를 자꾸 비교하셔. 나도 나름대로 대리인데 너무 자존심이 상해. 신입사원이 확실히 일을 잘하지만 대놓고 비교를 하시니깐 너무 부끄럽고 화가 나. 내일 저녁에 친구들이랑 소주 한 잔 하면서 푸념 좀 풀어야겠어.,Pro_03542,Pro_03542_00082,E11,S04_D02,
train-037183,train,청소년,여성,학업 및 진로,해당없음,상처,질투하는,ANGRY,우리 반 공부 잘하는 애가 매우 질투가 나. 걘 도대체 빠지는 게 뭔지 모르겠어. 나도 걔처럼 되고 싶어.,Pro_01772,Pro_01772_00026,E41,S02_D02,
train-050115,train,노년,여성,대인관계,만성질환 무,슬픔,마비된,SAD,치매가 심해져서 가족과 친구들과도 관계 맺기가 힘에 겨워져. 항상 우울하고 슬퍼. 나도 모르는 사이에 자꾸 기억을 잃으니까 답답하고 우울해져. 내 기분을 알아주는 사람이 옆에 있었으면 좋겠어.,Pro_11356,Pro_11356_00030,E25,S04_D02,
train-000799,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,자신하는,HAPPY,올해 나만큼 많은 계약을 성사시킨 직원이 없는 것 같아. 스스로가 정말 자랑스러워. 그렇지. 내가 아주 대단한 일을 했다고. 특별히 클라이언트들의 백그라운드를 공부하고 접근한 게 도움이 됐던 것 같아.,Pro_07440,Pro_07440_00008,E69,S10_D02,
train-018692,train,노년,여성,"건강,죽음",만성질환 무,불안,취약한,ANXIOUS,아무리 건강해도 독거노인의 삶은 괴롭고 너무 우울해. 우울증이 올 거 같아. 외로움을 없애기 위해 밖에 나가서 다양한 사람들을 봐야겠어.,Pro_12204,Pro_12204_00041,E33,S11_D02,
train-046912,train,노년,여성,대인관계,만성질환 무,당황,당황,ANXIOUS,남편과 결혼 사십 년 만에 이혼했는데 자식들한테 미안하고 부끄럽네. 그리고 다 늙어서 이혼하니 더 외롭고 허탈하기도 하네. 자식들한테 미안해서라도 남은 시간 긍정적으로 살려고 노력 중이야!,Pro_11381,Pro_11381_00016,E50,S04_D02,
train-017905,train,중년,여성,"재정,은퇴,노후준비",해당없음,당황,고립된,SAD,평생을 함께한 동반자가 나와 노후를 기대하지 않는다고 말해서 충격이 커. 나는 이제 둘이서 행복을 찾으려 했는데 정말 속상해. 일단은 인생에 지쳐 그럴지도 모르니 들어주어야겠어. 그리고 대화를 통해 생각을 들어볼래.,Pro_08742,Pro_08742_00034,E51,S08_D02,
train-023557,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,편안한,CALM,부지런히 일해서 번 돈으로 노후준비를 하는 게 이렇게 뿌듯한 일인 줄 몰랐어. 너무 기뻐. 앞으로 무슨 일을 할지 상상만 해도 행복해. 그동안 없었던 나만의 시간을 가질 거야.,Pro_08754,Pro_08754_00010,E63,S08_D02,
train-001208,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,슬픔,SAD,친구한테 맞아서 입술이 터졌는데도 엄마는 눈치채지 못하는 것 같아서 슬퍼. 엄마가 나에게 관심조차 주지 않는 것 같아서 더 슬퍼. 엄마는 내가 학교에 가고 집에 오는 것조차도 모르는 것 같아서 서러워.,Pro_01871,Pro_01871_00024,E20,S03_D02,
train-037733,train,청소년,남성,가족관계,해당없음,기쁨,안도,CALM,동생이랑 냉전 상태였는데 다행이네. 학교 갔다오니 다행이 동생이 미안하다고 먼저 쪽지남겼더라고. 그건 낯 간지럽고 그냥 좋아하는거 선물하려고.,Pro_00118,Pro_00118_00003,E67,S01_D02,
train-020213,train,노년,남성,"건강,죽음",만성질환 유,기쁨,만족스러운,HAPPY,이가 다 빠졌을 때는 어쩌지 했는데. 오히려 틀니를 끼고 고기를 씹으니 이게 더 좋구먼 그래. 고기도 씹을 수 있고 틀니를 끼고 나서 할 수 있는 게 늘었어. 밥 먹을 때 편하다는 게 제일 기쁘지. 틀니 관리를 잘해야겠어.,Pro_10615,Pro_10615_00006,E64,S11_D01,
train-041943,train,노년,남성,재정,만성질환 무,상처,희생된,SAD,삼십 년 활동하던 동호회에서 나이가 들어 활동이 어렵다고 명예 회원으로 활동하라고 하니 슬프군. 그 동호회를 내가 만들고 키워왔기 때문에 더 슬프고 힘들지. 그렇지만 명예 회원으로 활동한다는 것이 조금은 슬프네. 항상 같이 활동하던 때보다는 애착이 덜 가겠지?,Pro_10897,Pro_10897_00033,E46,S13_D02,
train-011298,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,극적으로 양가 부모님 이견이 조율되어서 결혼할 수 있게 되었어. 정말이지 너무나 힘들었거든. 이제 드디어 식을 올릴 수 있어서 다행이고 기뻐.,Pro_05278,Pro_05278_00005,E67,S05_D02,
train-009459,train,중년,남성,"대인관계(부부, 자녀)",해당없음,분노,짜증내는,ANGRY,아내가 심부름을 너무 많이 시켜서 짜증 나. 분리수거나 음식 준비는 본인이 할 수 있는 거 아닌가 하고 생각해. 애들 교육 관련된 것도 나와 의견이 달라.,Pro_07024,Pro_07024_00004,E13,S07_D02,
train-049659,train,노년,여성,재정,만성질환 무,상처,"가난한, 불우한",SAD,남은 돈도 얼마 없는데 남편은 앓아누웠고 앞으론 어떻게 먹고살아야 되냐. 배운 게 없다 보니 먹고살 길은 안 보이고. 남편 배내똥 받으면 나도 따라가련다. 누가 우릴 도와줄지는 모르겠는데. 그래도 여기저기 물어보고 다녀야겠다.,Pro_12456,Pro_12456_00017,E45,S13_D02,
train-018175,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,회사에서 내 의사를 굉장히 잘 반영해줘서 신이 나. 신뢰를 받고 있다고 생각하니까 더 열심히 일하게 되는 것 같아. 정말 열심히 일해서 기대에 부응해야지.,Pro_07433,Pro_07433_00022,E62,S10_D02,
train-021442,train,청소년,여성,가족관계,해당없음,슬픔,실망한,SAD,최신형 핸드폰을 사주고 나는 나중에 바꿔 준다고 했어. 나는 지금 낙담했어. 나도 새 핸드폰이 갖고 싶어. 아버지께 나도 최신형 핸드폰으로 바꿔달라고 다시 말해 볼 거야.,Pro_01632,Pro_01632_00040,E21,S01_D02,
train-018537,train,노년,여성,대인관계,만성질환 유,불안,초조한,ANXIOUS,엄마가 쓰러졌다는데 아직 언니한테는 연락이 안와서 불안해. 안 좋은 상황이라 전화를 할 수 없는 것일까 봐 걱정돼. 조카에게 연락 해 봐야겠어. 분명히 같이 있을 거야.,Pro_11310,Pro_11310_00006,E39,S04_D01,
train-030680,train,청소년,여성,학업 및 진로,해당없음,슬픔,환멸을 느끼는,ANGRY,꿈도 없이 공부만 해서 대학을 가는 게 맞나 싶어. 이것 저것 많이 체험해 보면서 내가 좋아하는 일을 찾아 보려고.,Pro_01760,Pro_01760_00002,E29,S02_D02,
train-015662,train,노년,여성,대인관계,만성질환 유,기쁨,기쁨,HAPPY,퇴원하고 노인정에 돌아갔는데 어찌나 환영을 해주던지 너무 기뻤어. 통원 치료받아야 하긴 한데 노인정 사람들 얼굴 자주 볼 수 있으니 얼마나 좋아. 집에 누룽지 구운 거 있는데 그거 나눠주면서 고맙다고 해야지.,Pro_11331,Pro_11331_00014,E60,S04_D01,
train-033470,train,청년,여성,"진로,취업,직장",해당없음,상처,질투하는,ANGRY,나 원하던 회사 면접에 떨어졌어. 근데 같이 면접 본 친구는 합격해서 질투나. 질투 나지만 나도 더 열심히 해서 다시 도전하려고 해.,Pro_05372,Pro_05372_00003,E41,S06_D02,
train-012006,train,청년,여성,"진로,취업,직장",해당없음,불안,걱정스러운,ANXIOUS,회사에 곧 구조조정이 있을 예정이래. 그 대상이 내가 될지는 모르지만 내가 아니라는 법도 없지. 응 너무 걱정되어서 입맛도 없고 잠도 오지 않는걸.,Pro_05368,Pro_05368_00097,E37,S06_D02,
train-034986,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,성가신,ANGRY,업무도 많은데 요즘 회식이랑 미팅까지 외부 활동이 많아서 힘들어. 회식을 줄이고 미팅을 분담했으면 좋겠는데 상사분께 어떻게 말해야 할지 고민이야. 선배한테 메신저로 좋은 방법이 있을지 살짝 물어봐야겠어.,Pro_07390,Pro_07390_00013,E19,S10_D02,
train-014213,train,노년,남성,재정,만성질환 무,상처,상처,SAD,친구가 돈을 빌려갔는데 시간이 지나도 갚질 않기에 닦달했더니 도리어 이상한 취급을 당했어. 친한 친구라고 믿고 차용증도 쓰지 않은 내 잘못이지. 그저 기다렸어. 친구가 갚기 전까지는 어떤 일도 할 수 없었어.,Pro_10891,Pro_10891_00052,E40,S13_D02,
train-004399,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,느긋,HAPPY,요즘 주변에서 결혼 안 하냐는 얘기를 많이 하는데 난 아직 생각이 없어. 사 년 만난 남자친구는 있어. 근데 나는 전혀 서두를 생각 없어. 맞아. 난 지금 남자친구가 너무 좋지만 아직은 내 삶을 더 즐기고 싶거든.,Pro_05277,Pro_05277_00044,E66,S05_D02,
train-035714,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,내방에 사놨던 블라우스가 사라졌어. 분명 동생짓인데 증거가 없어서 혼랴스럽네. 이전에도 내 옷 마음대로 입고 나간적이 있거든. 그런데 괜히 의심했다가 다툼만 커질까봐 머리가 아파온다.,Pro_00110,Pro_00110_00011,E59,S01_D02,
train-000492,train,청소년,남성,학교폭력/따돌림,해당없음,분노,툴툴대는,ANGRY,뒤늦게 따돌림을 사과하는 친구들에게 화가 나서 투덜거렸어. 선생님이 수행평가에 안 좋은 영향이 있다고 하니까 이제 와서 사과하는 모양새가 너무 꼴 보기 싫어. 사과까지 한 마당에 뭘 더 할 수 있겠어. 밖에 나가서 농구나 해야겠다.,Pro_00302,Pro_00302_00005,E11,S03_D02,
train-037906,train,청소년,여성,가족관계,해당없음,기쁨,기쁨,HAPPY,오늘 오랜만에 가족 외식을 가기로 했어. 오랜만이라 설레고 좋아. 미리 뭘 먹을지 고민해 봐야겠어.,Pro_01671,Pro_01671_00028,E60,S01_D02,
train-013654,train,청소년,여성,가족관계,해당없음,불안,스트레스 받는,ANXIOUS,예전에 큰 거짓말을 한 뒤로 엄마 아빠는 내 말을 다 믿지 않아. 계속 그럴까 봐 걱정돼. 다시 신뢰를 얻고 싶은데 어떻게 관계를 회복할 수 있을지 생각 중이야. 앞으로는 절대 거짓말 안 하겠다고 말하고 정직하게 행동하는 게 가장 좋은 방법인 것 같아.,Pro_01643,Pro_01643_00031,E32,S01_D02,
train-003285,train,청년,여성,"진로,취업,직장",해당없음,슬픔,환멸을 느끼는,ANGRY,이번에 계약직에서 일 잘하고 평가 점수가 높으면 정직원이 된다고 하는데 주위에서 다들 내가 될 거라고 했는데 기본 실력도 없는 사람이 정직원이 됐어. 화나. 알고 보니 사장님 아는 사람이더라고. 아직도 이런 회사가 있다니 환멸을 느껴. 인맥으로 사람을 뽑는 형평성 어긋난 회사 나도 싫어.,Pro_05360,Pro_05360_00034,E29,S06_D02,
