sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,service_label_original,tired_heuristic_applied,tired_heuristic_reason
train-033277,train,청년,남성,"진로,취업,직장",해당없음,기쁨,신이 난,HAPPY,얼마 전 취직한 곳에 내일 처음으로 출근하는데 너무 신이 나. 조금 떨리기도 한데 오랫동안 원하던 직장이라서 행복해.,Pro_03839,Pro_03839_00014,E68,S06_D02,HAPPY,False,missing-fatigue-keyword
train-021749,train,청소년,여성,학업 및 진로,해당없음,기쁨,편안한,CALM,열심히 공부해서 그런지 시험에서 모르는 문제가 없어서 편안했어. 시험에서 모르는 문제가 없으니까 문제를 풀 때 더 확신을 가졌던 것 같아. 시험 문제가 잘 풀려 편안했어.,Pro_01794,Pro_01794_00019,E63,S02_D02,CALM,False,missing-fatigue-keyword
train-031151,train,청소년,여성,가족관계,해당없음,당황,고립된,SAD,동생이 유리를 박살내서 내가 치워야 해. 정말 속상해. 전에도 동생이 도자기를 깨고 도망갔는데 어디 있는지 잡을 수도 없고 정말 짜증나. 엄마는 항상 동생이 어리니까 나보고 이해하라고 하셔.,Pro_01662,Pro_01662_00024,E51,S01_D02,SAD,False,missing-fatigue-keyword
train-040934,train,노년,남성,대인관계,만성질환 무,슬픔,후회되는,SAD,요즘 우리 개를 보면 나를 닮은 것 같아 안타까워. 늙으니까 구박만 당하고 기운 없이 축 늘어져 있는 모습이 마치 나 같아. 노견이지. 처음 우리 집에 왔을 땐 아주 팔팔했는데 이제 살날이 얼마 남지 않은 것 같아.,Pro_09794,Pro_09794_00020,E23,S04_D02,SAD,False,missing-fatigue-keyword
train-014293,train,노년,남성,재정,만성질환 무,당황,혼란스러운,ANXIOUS,나이가 들어갈수록 경조사가 늘어서 내 계획이 실행이 안돼. 혼란스러워 그러다 보니 지출도 많아져. 앞으로 계획을 세울 때 예상치 못한 일이 생길 수 있다는 것을 고려해서 세워야겠어.,Pro_10910,Pro_10910_00002,E59,S13_D02,ANXIOUS,False,missing-fatigue-keyword
train-042043,train,청년,남성,대인관계,해당없음,분노,노여워하는,ANGRY,난 인생에 명확한 목표가 없어. 그래서 항상 불안하고 앞으로 어떻게 살아가야 할지 걱정돼. 어렸을 때부터 목표를 세우고 열심히 살았어야 했는데 그러지 않았어. 다 내 탓이야. 스스로를 비난할 게 아니라 지금이라도 인생의 목표를 세우고 그게 이루어지도록 실천해야겠어.,Pro_03549,Pro_03549_00010,E18,S04_D02,ANGRY,False,missing-fatigue-keyword
train-030616,train,청소년,여성,학업 및 진로,해당없음,기쁨,편안한,CALM,방학 때 예습을 했더니 요즘 고등학교 수업이 쉽게 느껴져. 수업 듣기 참 편하다. 방학이라 놀고 싶었지만 참고 예습했는데 참 잘한 일이었어. 공부는 하는 만큼 보람을 느끼기 좋네.,Pro_01794,Pro_01794_00011,E63,S02_D02,CALM,False,missing-fatigue-keyword
train-049782,train,청년,남성,대인관계,해당없음,분노,구역질 나는,ANGRY,얼마 전에 부모님이 아이를 너무 자주 맡긴다고 해서 싸웠어. 내가 일을 핑계로 자꾸 아이를 맡기니까 방치한다고 생각하셨나 봐. 나도 내가 싫다. 나도 당분간은 반성하고 아이를 잘 돌봐야겠어. 부모님께 사과도 하고.,Pro_03548,Pro_03548_00035,E17,S04_D02,ANGRY,False,missing-fatigue-keyword
train-006972,train,청소년,여성,가족관계,해당없음,기쁨,기쁨,HAPPY,나는 지금 너무 행복해. 오늘은 우리 가족끼리 지정한 가족 기념일이거든. 이날이 되면 난 너무 기뻐! 가족 기념일엔 다 같이 모여서 얘기도 하고 맛있는 것도 먹을 수 있잖아.,Pro_01671,Pro_01671_00005,E60,S01_D02,HAPPY,False,missing-fatigue-keyword
train-050265,train,노년,남성,대인관계,만성질환 무,상처,고립된,SAD,일하던 직장에서 이사였는데 치매가 시작돼서 얼마 전 은퇴를 했어. 근데 너무 허탈해. 이젠 병들고 집에 있으니 내가 아무것도 아닌 것 같아서 희망이 없는 것 같아. 무력감이 들고 아무것도 안 하고 싶어. 이렇게 시간만 보내다 죽을 것 같아.,Pro_09814,Pro_09814_00065,E43,S04_D02,SAD,False,missing-fatigue-keyword
train-033733,train,청년,남성,"진로,취업,직장",해당없음,불안,두려운,ANXIOUS,회사에서 중요한 큰 프로젝트를 나 혼자 하게 되니 솔직히 두려워. 내게 너무 크게 중요한 프로젝트라 버거운 느낌이 들어. 동료 직원에게 도움을 요청해서 같이 해결해야겠어.,Pro_03802,Pro_03802_00062,E31,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-005008,train,중년,남성,건강,해당없음,슬픔,후회되는,TIRED,요즘 왜 이렇게 피곤한지 모르겠어. 퇴근해서 집에 오면 저녁 먹기가 무섭게 바로 곯아떨어지지. 지금이라도 운동을 꾸준히 하면 괜찮아질까?,Pro_07274,Pro_07274_00020,E23,S09_D02,SAD,True,fatigue+physical-context
train-017076,train,노년,남성,"건강,죽음",만성질환 무,기쁨,안도,CALM,며칠 전에 우리 집에서 가스가 폭발하는 사고가 있었어. 하지만 그때 모두가 일을 나가서 아무도 다치지 않았어. 맞아. 앞으로는 가족들과 매번 가스를 잠그고 나가기로 약속했어.,Pro_10678,Pro_10678_00005,E67,S11_D02,CALM,False,missing-fatigue-keyword
train-007437,train,중년,여성,건강,해당없음,분노,툴툴대는,ANGRY,열심히 운동했는데 몸무게가 어떻게 똑같을 수 있지? 젊을 때는 자기 전에 먹어도 살이 안 쪘는데 지금은 조금만 먹어도 배가 나와서 걱정이네. 아무래도 운동강도를 늘리고 회식에서 술을 먹는 양을 더 줄여야겠어.,Pro_08822,Pro_08822_00032,E11,S09_D02,ANGRY,False,missing-fatigue-keyword
train-035274,train,노년,남성,재정,만성질환 무,기쁨,편안한,CALM,내가 모아둔 노후 자금도 있는데 내 자식들이 따로 용돈도 줘. 그래서 행복하게 지내고 있어. 하지만 나에게 용돈 주는 게 자식들에게 부담이 될까 걱정이야. 그것도 나름 자식들의 마음일 거니까 내가 적정한 선의 돈만 용돈으로 받아야겠어.,Pro_10914,Pro_10914_00001,E63,S13_D02,CALM,False,missing-fatigue-keyword
train-027662,train,청소년,여성,학업 및 진로,해당없음,분노,구역질 나는,ANGRY,요즘 사람들도 만나기 싫고 모든 게 다 우울한 상태야. 그냥 사람들 만나는게 다 무의미 하다고 느껴져. 선생님께 화장실 문에 청결을 강조하는 문구를 적어달라고 해야겠어.,Pro_01748,Pro_01748_00014,E17,S02_D02,ANGRY,False,missing-fatigue-keyword
train-016882,train,노년,남성,재정,만성질환 무,당황,한심한,ANGRY,친구가 도박에 손대다가 빚만 엄청 떠안아서 우울증에 걸렸어. 한심해. 친구가 도박에서 벗어나야 빚이 더 이상 늘어나지 않을 텐데 고민이야. 도박 중독 상담을 받게 해서 도박에서 손을 뗄 수 있도록 도와줄까 싶어.,Pro_10909,Pro_10909_00015,E58,S13_D02,ANGRY,False,missing-fatigue-keyword
train-035277,train,노년,남성,재정,만성질환 무,기쁨,편안한,CALM,연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작해서 좋아. 요즘 젊은 세대는 어떤 메뉴를 좋아하는지를 모르겠어. 젊은 세대인 손주들에게 요즘은 어떤 메뉴가 인기 있는지 도움을 받아봐야겠어.,Pro_10914,Pro_10914_00007,E63,S13_D02,CALM,False,missing-fatigue-keyword
train-040197,train,노년,여성,"건강,죽음",만성질환 무,분노,성가신,ANGRY,할머니가 되면서 자녀 관계가 나빠졌어. 너무 나빠져서 어떻게 해야 할지 모르겠어. 내가 손자 손녀들을 잘 안 돌봐줘서 애들이 서운했나 봐.,Pro_12190,Pro_12190_00052,E19,S11_D02,ANGRY,False,missing-fatigue-keyword
train-012804,train,청소년,남성,학업 및 진로,해당없음,기쁨,안도,CALM,나 이제 공부를 해보려고 문제집도 사고 시작했는데 삼 등급으로 올라서 너무 기뻐! 원래 오 등급이었거든. 많이 올라서 더 공부할 동기가 생겼어! 그렇지? 어떻게 얼마나 공부해야 되는지 이제 좀 알 것 같아.,Pro_00238,Pro_00238_00011,E67,S02_D02,CALM,False,missing-fatigue-keyword
train-034643,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,신뢰하는,CALM,우리 딸은 시키지 않아도 공부를 열심히 해. 딸만 보면 너무 기특해. 나의 일등 자랑거리라고도 할 수 있지. 칭찬은 물론이고 옆에서 격려하는 말도 해 줘야겠어.,Pro_08633,Pro_08633_00023,E62,S07_D02,CALM,False,missing-fatigue-keyword
train-030042,train,청소년,남성,학교폭력/따돌림,해당없음,불안,두려운,ANXIOUS,학교 친구들이 나를 따돌릴까봐 너무 두려워. 친구들과 진지한 대화를 시도하려고 해.,Pro_00322,Pro_00322_00022,E31,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-017191,train,노년,남성,대인관계,만성질환 무,상처,배신당한,SAD,딸에게 배신감이 느껴져. 딸이 한약을 선물해줘서 먹고 있었는데 내가 혐오하던 재료가 들어간 한약이었어. 딸은 나에 대해서 무관심한가봐. 내가 얼마나 잘해줬는데 어떻게 나한테 그럴 수 있지? 지금은 어떤 방법도 떠오르지 않아. 그저 착잡하다.,Pro_09813,Pro_09813_00018,E42,S04_D02,SAD,False,missing-fatigue-keyword
train-014405,train,청년,남성,대인관계,해당없음,기쁨,편안한,CALM,오늘 부모님께 좋은 식당에서 식사를 대접하기로 했어. 기대가 된다. 부모님 덕분에 드디어 원하던 곳으로 취업하게 되었거든. 부모님께서 나를 항상 믿고 응원해주셨기 때문이야.,Pro_03594,Pro_03594_00007,E63,S04_D02,CALM,False,missing-fatigue-keyword
train-032328,train,청소년,여성,가족관계,해당없음,분노,악의적인,ANGRY,얼마 전에 반려견을 집에 데려왔어. 동생이랑 같이 돌보겠다고 부모님과 약속했는데 나만 책임을 떠맡은 것 같아. 동생 방에 반려견의 배변 패드를 옮겨놓고 책임을 다 하라고 눈치를 줄 거야. 부모님께 이 문제에 대해서 말씀드렸는데 내가 누나니까 참으라고 하셨어. 그래서 너무 화가나.,Pro_01626,Pro_01626_00017,E15,S01_D02,ANGRY,False,missing-fatigue-keyword
train-049790,train,노년,남성,대인관계,만성질환 무,당황,한심한,ANGRY,요양원에 있으면 사람들이 날 막 대하는 것 같아. 귀찮다는 듯이. 그래도 자식들이 나 때문에 힘들지 않으려면 여기에서 지내야 해. 자식에게 해준 것도 없으니 그냥 덤덤히 내 상황을 받아들이려고 했지. 근데 한 번쯤은 다정히 대해 달라 말해보려고.,Pro_09829,Pro_09829_00034,E58,S04_D02,ANGRY,False,missing-fatigue-keyword
train-033413,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,편안한,CALM,나 좀 기분 좋은 일이 있어. 집사람하고 내기했는데 단번에 이겼지 뭐야. 너무 기분 좋은 거 있지? 맞아. 일주일 동안 매일 한 시간씩 안마를 받을 수 있는 내기였거든. 벌써 어깨가 편안한 것 같아.,Pro_07074,Pro_07074_00003,E63,S07_D02,CALM,False,missing-fatigue-keyword
train-013369,train,청소년,여성,학업 및 진로,해당없음,불안,걱정스러운,ANXIOUS,우리 반에 내가 좋아하는 남자애가 생겼는데 인기가 너무 많아. 내가 인사해도 거들떠보지도 않겠지? 인기가 너무 많으니까. 쑥스럽지만 내일 가서 먼저 인사해 봐야겠다.,Pro_01768,Pro_01768_00032,E37,S02_D02,ANXIOUS,False,missing-fatigue-keyword
train-011806,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,불안,ANXIOUS,직장에서 명예퇴직 당할까 봐 너무 걱정돼. 요즘은 정년이 되기 전에 명예퇴직을 자주 하니까 너무 걱정돼. 다른 직장을 구할 수 있는 나이도 아니고.,Pro_07401,Pro_07401_00008,E30,S10_D02,ANXIOUS,False,missing-fatigue-keyword
train-045514,train,노년,여성,재정,만성질환 유,불안,초조한,ANXIOUS,이제 정년퇴직할 때인데 모아둔 돈이 별로 없고 몸도 안 좋아서 너무 짜증 나. 돈을 빌려야 될 거 같은데 도저히 입이 안 떨어져. 말하기가 너무 창피해. 너무 짜증 나. 이 상황이 너무 싫은데 지금은 도저히 말을 못 하겠어.,Pro_12390,Pro_12390_00033,E39,S13_D01,ANXIOUS,False,missing-fatigue-keyword
train-051290,train,청소년,남성,학업 및 진로,해당없음,상처,충격 받은,SAD,미디어 중독으로 인해 부모님과의 관계가 안 좋아졌어. 인생이 실패한 느낌이야. 부모님과의 관계가 좋았는데 난 정말 바보 같아. 내가 조금이라도 미디어 사용을 줄여야겠어.,Pro_00215,Pro_00215_00009,E44,S02_D02,SAD,False,missing-fatigue-keyword
train-014071,train,청년,여성,대인관계,해당없음,분노,성가신,TIRED,잠을 자야 하는데 친구는 계속 전화를 하자고 해서 스트레스 받아 진짜. 그래서 내가 전화 좀 작작하라고 직설적으로 말했더니 친구가 상처받은 것 같아. 친구한테 전화해서 진심으로 사과하고 내가 회사 때문에 피곤해서 그랬다고 솔직하게 얘기할거야.,Pro_05110,Pro_05110_00044,E19,S04_D02,ANGRY,True,fatigue+physical-context
train-012110,train,청년,남성,"진로,취업,직장",해당없음,상처,질투하는,ANGRY,옆집 친구가 의대에 가서 질투나. 나는 지방대에 갔거든. 맞아. 나는 사람을 잘 사귀어.,Pro_03812,Pro_03812_00015,E41,S06_D02,ANGRY,False,missing-fatigue-keyword
train-025682,train,노년,여성,"건강,죽음",만성질환 무,상처,"가난한, 불우한",SAD,딸에게 전화해서 아버지가 아프다고 말했는데 관심이 없어. 너무 화나고 슬퍼. 자기 아버지인데도 관심이 없어서 너무 화나. 상황을 더 자세하고 진지하게 설명을 해줘야겠어.,Pro_12216,Pro_12216_00016,E45,S11_D02,SAD,False,missing-fatigue-keyword
train-041305,train,노년,여성,"건강,죽음",만성질환 유,상처,질투하는,ANGRY,김장해야 하는데 하기가 싫어. 자식들은 도와줄 생각도 하지 않고 자기 엄마가 하는 걸 당연하게 생각하니 괘씸한 생각이 드네. 다 분가해서 살면서도 자기 들은 갖다 먹을 생각만 하고 엄마 아픈 건 생각도 안 해.,Pro_12152,Pro_12152_00005,E41,S11_D01,ANGRY,False,missing-fatigue-keyword
train-027012,train,노년,여성,재정,만성질환 유,당황,한심한,ANGRY,몸이 아파 돈이 필요하니 자식들 생각이 먼저 나. 정말 난 나쁜 엄마야. 난 자식들에게 별로 해준 것도 없어. 이제와 몸이 아파서 돈이 필요하다고 하면 자식들이 줄까?,Pro_12409,Pro_12409_00005,E58,S13_D01,ANGRY,False,missing-fatigue-keyword
train-030271,train,청소년,여성,학업 및 진로,해당없음,기쁨,편안한,CALM,올해 들어 성적이 꾸준히 좋아지고 있어. 앞으로 수능 때까지 총 정리만 잘하면 원하는 성적이 나올 것 같아. 그럼 한 달도 안남았으니까 컨디션 유지에 신경쓰려고해.,Pro_01794,Pro_01794_00024,E63,S02_D02,CALM,False,missing-fatigue-keyword
train-035888,train,청소년,남성,가족관계,해당없음,상처,상처,SAD,내 식구는 아닐 줄 알았는데 역시나 친척들간의 사이가 좋지않아. 친척들이 우리 가족을 뒤에서 험담을 했어. 나는 정말 믿었던 친척인데. 많은 상처를 받아서 정직하게 어떻게 해야할지 모르겠어.,Pro_00091,Pro_00091_00004,E40,S01_D02,SAD,False,missing-fatigue-keyword
train-048168,train,청소년,여성,가족관계,해당없음,당황,남의 시선을 의식하는,ANXIOUS,나에게 가족은 엄마 하나인데 정신질환이 있어서 병원비가 많이 나와 엄마한테 너무 미안해. 나만 아니면 엄마도 엄마 인생 살 텐데. 내가 죽으면 엄마가 행복해질 수 있을까? 내가 죽으면 엄마는 더 슬퍼하시겠지? 내가 하루빨리 낫는 게 엄마의 행복일 것 같아.,Pro_01663,Pro_01663_00006,E52,S01_D02,ANXIOUS,False,missing-fatigue-keyword
train-002472,train,청년,여성,대인관계,해당없음,기쁨,느긋,TIRED,모처럼 주말에 약속을 잡긴 했는데 너무 나가기 싫어. 오늘은 그냥 얘기하고 쉴까? 피곤하기도 하고 더 쉬고 싶기도 해.,Pro_05157,Pro_05157_00013,E66,S04_D02,HAPPY,True,fatigue+physical-context
train-012507,train,청소년,남성,학교폭력/따돌림,해당없음,불안,두려운,ANXIOUS,학교의 무서운 친구가 나에게 관심을 가질까 겁이 나고 두려워. 어. 왜냐하면 그 친구는 마음에 들면 무척 잘해주다가도 조금만 눈 밖에 나면 괴롭히니까 너무 무서워. 최대한 눈에 안 띄게 조용히 다녀야겠어.,Pro_00322,Pro_00322_00023,E31,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-014232,train,청소년,여성,학교폭력/따돌림,해당없음,기쁨,편안한,CALM,쉬는 시간마다 괴롭힘 당하지 않도록 선생님이 오셔서 감시해주셔서 너무 안심돼. 맞아 그리고 이젠 애들이 날 괴롭히지 않아. 기뻐 이제 즐거운 학교생활을 하고 싶어.,Pro_01914,Pro_01914_00017,E63,S03_D02,CALM,False,missing-fatigue-keyword
train-005405,train,중년,남성,건강,해당없음,불안,당혹스러운,TIRED,며칠 동안 연달아서 야근하고 그랬더니 너무 피곤해. 며칠 야근했다고 오늘은 코피가 나고 현기증에 쓰러질 뻔하기까지 했어. 정말 황당하고 당혹스러웠어.,Pro_07286,Pro_07286_00009,E35,S09_D02,ANXIOUS,True,fatigue+physical-context
train-044338,train,노년,여성,대인관계,만성질환 무,상처,고립된,SAD,자식들 다 결혼하고 나니까 텅 빈 집에 나 혼자만 남아서 너무 외로워. 자식들도 바빠서 잘 연락되지 않으니 더 고독한 기분만 들어. 자식들한테 가끔 내가 먼저 연락해서 안부를 묻고 해야겠어.,Pro_11374,Pro_11374_00054,E43,S04_D02,SAD,False,missing-fatigue-keyword
train-029997,train,청소년,남성,가족관계,해당없음,상처,충격 받은,SAD,내가 오늘 충격적인 소식을 들었어. 배다른 자식이었데.,Pro_00095,Pro_00095_00008,E44,S01_D02,SAD,False,missing-fatigue-keyword
train-031991,train,노년,여성,대인관계,만성질환 유,슬픔,환멸을 느끼는,ANGRY,나이가 들고 보니 대인 관계에 환멸을 느껴. 사람들을 만날 때 믿음을 가지고 만나야 되는데. 뭔가 다 의심스러워 보이는 것 같아.,Pro_11300,Pro_11300_00002,E29,S04_D01,ANGRY,False,missing-fatigue-keyword
train-037694,train,청소년,여성,가족관계,해당없음,상처,배신당한,SAD,온 가족식구들이 나만 두고 외식했어 어떻게 그럴수 있어! 가족들이 나를 배반할 줄은 몰랐어. 복수할거야! 본인도 혼자서 맛있는거 사먹을꺼야!,Pro_01653,Pro_01653_00034,E42,S01_D02,SAD,False,missing-fatigue-keyword
train-017695,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,노여워하는,ANGRY,김부장한테 오늘도 된통 혼났는데 집에 와서도 또 구박이야. 내가 가족 때문에 겨우 회사에서 버티고 있는 건데 더 이상 못해먹겠어. 주말에 낚시라도 가야지. 그래도 먹고는 살아야 하니까.,Pro_07389,Pro_07389_00001,E18,S10_D02,ANGRY,False,missing-fatigue-keyword
train-008775,train,청년,남성,"진로,취업,직장",해당없음,상처,괴로워하는,SAD,일이 해도 끝이 없어서 괴로워. 일이 많아서 야근을 너무 많이 하는데 너무 괴로워. 내일 상사한테 이 문제에 대해 말해보려고 해.,Pro_03819,Pro_03819_00031,E48,S06_D02,SAD,False,missing-fatigue-keyword
train-019239,train,청년,남성,"진로,취업,직장",해당없음,상처,고립된,SAD,팀원들이 나만 빼고 점심 먹으러 가서 속상해. 점심 먹으러 갈 때 어떻게 나를 잊고 갈 수 있지? 진짜 상처받았어. 시간이 되면 팀원들에게 먼저 점심 먹으러 가자고 말해야겠어.,Pro_03814,Pro_03814_00042,E43,S06_D02,SAD,False,missing-fatigue-keyword
train-008040,train,청년,남성,대인관계,해당없음,분노,분노,ANGRY,그렇게 잘해줬는데 왜 내 마음을 몰라주는지 모르겠어. 지금까지 내가 공들인 시간을 생각하면 너무 화가 난다. 이제는 더는 열심히 누군가를 위해 챙겨줘선 안 될 것 같아.,Pro_03541,Pro_03541_00003,E10,S04_D02,ANGRY,False,missing-fatigue-keyword
train-035466,train,청소년,여성,가족관계,해당없음,슬픔,환멸을 느끼는,ANGRY,우리 가족은 가족이 아닌것 같아. 매일 다투고 서로 미워하고 이것이 무슨 가족이야. 동생은 가출했는데 부모님은 싸우느라 우리가 뭘 하는지 관심도 없어. 너무 지긋지긋하고 환멸을 느껴. 우리 식구도 다른 식구처럼 서로 생각하며 살았으면 좋겠어. 나부터 부모님께 먼저 이야기해 볼까 해.,Pro_01640,Pro_01640_00044,E29,S01_D02,ANGRY,False,missing-fatigue-keyword
train-014183,train,노년,여성,"건강,죽음",만성질환 유,기쁨,편안한,CALM,요즘 기분도 안 좋았는데 산책도 하고 책에 나온 대로 따라하니까 마음이 한결 나아진 거 같아. 지금도 좋지만 우울증을 이겨내기 위한 더 좋은 방법이 있을 것도 같아. 책도 읽으면서 인터넷에 검색을 해봐서 방법을 더 찾아야겠어.,Pro_12174,Pro_12174_00011,E63,S11_D01,CALM,False,missing-fatigue-keyword
train-045134,train,노년,여성,재정,만성질환 무,당황,혐오스러운,ANXIOUS,나이가 들어 몸이 나빠지니 일자리를 구할 수가 없어. 소득이 불안정하니 더욱 막막해. 젊을 때 아무리 바쁘더라도 건강관리를 좀 더 잘할 걸 그랬어. 건강을 챙길 수 있으면서 일할 수 있는 직업이 있는지 주민센터에 물어봐야겠어.,Pro_12468,Pro_12468_00010,E57,S13_D02,ANXIOUS,False,missing-fatigue-keyword
train-043258,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,조심스러운,TIRED,집안일이 끝이 없어. 몸도 안 좋은데 집안일은 출근 퇴근이 없고 이제는 다 지겨워. 집안일을 아이들이 도우려고 하는 데 하는 거 보다가 내가 다 하고 또 피곤해서 눕고 그래. 내가 아이들 하는 게 성에 안 차도 좀 하게 두고 내 몸을 좀 추슬러야겠어.,Pro_08609,Pro_08609_00041,E38,S07_D02,ANXIOUS,True,fatigue+physical-context
train-040407,train,노년,여성,"건강,죽음",만성질환 무,분노,성가신,ANGRY,치매에 걸리까 봐 걱정돼. 아직은 없는데 앞일은 알 수가 없고 치매면 나 자신이 아무 쓸모도 없고 가족들에게 부담이 덜 되게 치매 보험에 가입하고 두뇌 운동도 해보려고 해,Pro_12190,Pro_12190_00049,E19,S11_D02,ANGRY,False,missing-fatigue-keyword
train-026693,train,청년,남성,"진로,취업,직장",해당없음,분노,노여워하는,ANGRY,최근에 일자리가 많이 줄어들어서 취업을 하려고 해도 할 수가 없어서 화가 나. 기분이 나아지기 위해 술을 먹거나 운동을 해. 자격증을 따거나 어학성적을 올려야 할 것 같아.,Pro_03789,Pro_03789_00016,E18,S06_D02,ANGRY,False,missing-fatigue-keyword
train-041079,train,노년,남성,대인관계,만성질환 무,상처,고립된,SAD,예전에는 이사람 저사람 만나서 차 한잔하고 놀러도 가고 했는데. 지금은 조금이라도 불편한 사람은 만나기 싫고 누구 비위 맞추는 게 스트레스받아서 싫더라고. 행동도 단순해지고 생각도 그렇고. 그러면 안 되는데 고쳐질지 모르겠어.,Pro_09814,Pro_09814_00039,E43,S04_D02,SAD,False,missing-fatigue-keyword
train-022501,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,편안한,CALM,내 남자 친구는 요리를 잘해서 내가 먹고 싶은 요리를 모두 해주는데 그게 너무 기뻐. 애인이 직접 만든 요리를 먹으면서 같이 시간을 보내는 건 무척 즐겁고 편안해. 남자친구가 섬세하게 나를 신경써주기 때문이 아닐까?,Pro_05274,Pro_05274_00021,E63,S05_D02,CALM,False,missing-fatigue-keyword
train-021240,train,청년,남성,"진로,취업,직장",해당없음,상처,질투하는,ANGRY,나보다 업무 처리는 빠르지만 실수가 많은 동기가 상사에게 인정받는 게 부러워. 내가 일은 더 정확하게 하는데 상사는 동기만 인정하는 것 같아 질투가 나네. 나는 정확하게 일하니까 언젠가는 상사가 인정해 줄 거라고 생각하면 기분이 좋아져.,Pro_03812,Pro_03812_00003,E41,S06_D02,ANGRY,False,missing-fatigue-keyword
train-010379,train,청년,여성,"연애,결혼,출산",해당없음,불안,혼란스러운,ANXIOUS,초등학교 때부터 알고 지내던 동창이 갑자기 사귀자고 고백을 했어. 장난처럼 웃어넘겼는데 상처받은 것 같더라고. 마음이 너무 무거워.,Pro_05245,Pro_05245_00033,E34,S05_D02,ANXIOUS,False,missing-fatigue-keyword
train-032635,train,청년,여성,대인관계,해당없음,불안,스트레스 받는,TIRED,회사 대표님이 계속 사적인 자리에 나를 불러내. 너무 스트레스받지. 한두 번이야 직장 상사에 대한 예의로 참석하지만 그게 반복될수록 너무 피곤하고 지쳐. 업무가 끝나고 한번 이야기해본 적은 있는데 이게 그렇게 큰 문제가 아니라고 생각하시는 것 같아. 한번 날을 잡고 더 진지하게 이야기 해 봐야겠어.,Pro_05123,Pro_05123_00082,E32,S04_D02,ANXIOUS,True,fatigue+physical-context
train-046069,train,청년,남성,"진로,취업,직장",해당없음,상처,배신당한,SAD,선생님이 추천해주신 학교가 있는데 거긴 성적이 높아야 갈 수 있는 학교라서 스트레스받아. 선생님은 자꾸 상향지원하라고 하시는데 그러다가 대학에 못 갈까 봐 걱정이야. 선생님과 진학 면담할 때 내가 걱정하는 부분에 관해 이야기를 해봐야겠어.,Pro_03813,Pro_03813_00022,E42,S06_D02,SAD,False,missing-fatigue-keyword
train-022263,train,청년,남성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,날 괴롭히던 큰 프로젝트를 드디어 끝냈어. 이제 두 다리 뻗고 잘 수 있을 것 같아. 지금까지 너무 힘들었는데 마음에 짐을 내려놓은 듯이 가벼워. 앞으로는 좀 쉴 수 있겠지? 이제 이런 프로젝트는 당분간 없을 것 같아. 오랜만에 편안해서 기분이 좋아.,Pro_03834,Pro_03834_00005,E63,S06_D02,CALM,False,missing-fatigue-keyword
train-033726,train,중년,남성,"직장, 업무 스트레스",해당없음,당황,고립된,SAD,이번 프로젝트에서 이유 없이 배제되었어. 아무 얘기 없이 나만 빠지게 되었어. 배제된 느낌이 너무 기분 나빠.,Pro_07422,Pro_07422_00014,E51,S10_D02,SAD,False,missing-fatigue-keyword
train-002643,train,청년,여성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,이 일만 칠 년째 하다 보니 일이 익숙해서 편해. 응. 대충 앞으로 일이 어떻게 진행될지도 예측이 되고 문제가 생겨도 예전처럼 큰 걱정이 없어. 그런 면에서 어떤 일이든 오래 꾸준히 하는 게 중요한 거 같아.,Pro_05394,Pro_05394_00032,E63,S06_D02,CALM,False,missing-fatigue-keyword
train-031674,train,노년,남성,"건강,죽음",만성질환 무,당황,혐오스러운,ANXIOUS,매스컴에서 보도된 친족 살인 사건을 보니까 정말 역겹더라. 범행 수법도 그렇지만 부모를 상대로 한 범죄니 파렴치한이지.,Pro_10668,Pro_10668_00017,E57,S11_D02,ANXIOUS,False,missing-fatigue-keyword
train-005162,train,청년,여성,"진로,취업,직장",해당없음,불안,불안,ANXIOUS,요즘 자꾸 점을 보게 돼. 도대체 뭘 해 먹고 살아야 할지 막막하거든. 정말 불안해 뭘 해야 할지. 내가 좋아하는 게 과연 돈이 될지. 응. 뭘 해도 돈이 돼야 먹고 살 수 있는데 정말 답답하다.,Pro_05361,Pro_05361_00035,E30,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-001969,train,청년,남성,"진로,취업,직장",해당없음,불안,걱정스러운,ANXIOUS,코로나로 인해 하반기 공채가 줄어들었다고 해서 걱정이야. 절반 아래로 감소했어. 올해는 꼭 취업해야 하는데 큰일이야. 부모님께 죄송하지만 내년 상반기 공채까지 버텨봐야 할 것 같아.,Pro_03808,Pro_03808_00058,E37,S06_D02,ANXIOUS,False,missing-fatigue-keyword
